mpid,formula,mu_b
mp-775136,Li4Cr3Co3(TeO8)2,14.9993077
mvc-12287,Mg2Fe2(SiO4)3,16.000045
mp-974371,Rh3Br,0.0001689
mp-1080323,CeSe2,-4e-07
mp-1078473,MnCO3,10.0000001
mp-1079261,ErCuSb2,3.8e-06
mp-28030,Li8Nb2O9,5.65e-05
mvc-11962,Ca3Mn2(SiO4)3,31.99996
mp-774383,V4(OF3)3,10.0006958
mp-6137,Mg4P6SN12,5.6e-06
mp-984554,BPbO3,0.00012919999999999994
mvc-13867,Sb2O5,-7.4999999999999985e-06
mp-743926,FeH4(CO3)2,8.0000406
mp-11540,PtO,-4e-07
mp-570198,Ba(ZnAs)2,-2.07e-05
mp-697768,LiMn2(PO4)3,13.6453603
mp-989542,Ba6Tl2NCl,0.10272739999999997
mp-1007770,TlAs,1.02e-05
mp-27770,RhCl3,-0.000202
mp-765665,VP2H8(NO4)2,1.9999999
mp-29427,Ta(TeBr3)2,0.0003041
mp-10617,Sr,0.0020066
mp-1027132,Te4Mo3WS4,0.0046449
mp-2286,Li2Se,0.0
mp-12890,HfU3Sb5,-0.1098427
mp-568746,Bi2Pd,2.6e-06
mp-850407,LiMnP(H6O5)2,9.9975039
mp-11113,TiTeAs,4e-07
mp-7233,La2SeO2,-1.15e-05
mp-2852,C3N4,0.0
mp-606149,SrGd2Co2O7,72.0442017
mp-777058,LiV6O7F5,12.0001924
mp-555975,NaH12C4S2BrO2,0.0061958
mp-5769,Li3SbO4,4.05e-05
mp-961703,NaLiPt,1.06e-05
mp-767128,Li2CoSiO4,6.0000867
mp-707218,Ba3AlHO4,0.0006802
mp-706657,Al13Si5H18ClO38,-0.002246
mp-639747,Ba,0.0001111
mvc-13423,Mg2CrSbO6,5.9999995
mp-554207,TaBi4BrO8,0.0
mp-768573,Lu3AlO6,-1.66e-05
mp-1078581,ThAlNi,-1.3e-05
mp-1071627,LaSiNi4,6.59e-05
mp-766159,Li3Mn3(OF)4,12.0000432
mp-766301,Ba2CaI6,0.0002406
mp-554517,NaMnF4,7.9996577
mp-652260,Rb5LiSi2NiO8,0.0022254
mp-690617,LiMn3Al2(HO2)6,10.0000011
mp-1331,YCd2,2.29e-05
mp-556927,RbFeF4,9.9998255
mp-972985,KPdO3,2.1264177
mp-4611,Th(SiPt)2,-3.4e-06
mp-567939,CsSmCl3,0.0034958
mp-1096324,Mg2CdPb,2.0
mvc-1149,Ba2AlW3O8,2.5799967999999995
mp-743528,CrH14N4Cl3O,12.0095724
mp-566926,Cr2PBrO4,31.9990297
mp-1356,Sb2Pd,8.7e-06
mp-768482,Bi2(SO4)3,-0.0020443
mp-680232,K2AgC3(SN)3,0.000945
mp-1077783,TbNi2,2.14e-05
mp-561862,Sr2CoWO6,2.0000002
mp-761479,CoH8(IO5)2,6.0013962
mp-867213,Er2OsPd,-6.34e-05
mvc-5577,CaSbAsO5,0.0
mp-676605,Y6O5F8,-0.0011
mp-1098741,Mg30MnBiO32,5.0126504
mp-1080243,MgMnO2,-5.0000005
mp-510643,LaMg2Cu9,-1e-07
mp-850075,LiMnP3HO10,16.0015684
mp-558636,CaAl2O4,0.0
mp-1028195,Mg14MnNi,3.3942638999999994
mp-777292,Ba3Y2Br12,-0.0053735
mp-1023208,CaMg6W,0.004848300000000001
mp-777089,LiV6O7F5,12.0000735
mp-867827,DyCdAu2,0.0008345000000000001
mp-569178,HoTlSe2,-2.4e-06
mp-766760,Li2NiP2O7,4.0000004
mp-19049,BaTeMo2O9,0.0019553
mp-861644,ThCdPt2,4.93e-05
mp-1075969,Sr6Ca2MnFe7O24,33.5261968
mp-743837,K3Nb4Mo4(PO4)12,6.9969818
mp-4585,Pr6Fe13Au,53.0222726
mp-765969,VFeP2(HO5)2,4.9985568
mp-1714,FeSi2,-6.2e-06
mp-8874,LiSiBO4,0.0
mvc-12583,Ca(FeO2)2,20.0000002
mp-643666,InH5NOF4,-0.000475
mp-675585,Ti7Co3N10,2.7248039
mp-774124,Li2MnO2,4.9980235
mp-779341,Li3Mn4(BO3)4,56.9923333
mp-14665,KNd(SO4)2,-0.0004948999999999999
mp-757276,Li3Ti2(PO4)3,4.006462600000001
mp-1094909,Mg2Cd,0.00034930000000000003
mp-13933,Ba2HoReO6,0.003004
mp-1099974,Sr6Ca2MnFe7O20,155.7043326
mp-770514,Li5MnO4,32.011546
mp-7332,NdP5,5e-07
mp-611771,KCoF3,3.000001
mvc-9284,Fe(GeO3)2,16.0206646
mp-698206,Ba5Re3O16,1.9999874
mp-14988,K4SnO3,-2.2e-06
mvc-15849,CaVF6,1.0
mp-22673,MnInCu2,3.7119845
mp-865898,TiZnCo2,0.0008464000000000001
mp-1096817,Al2ZnS4,0.0005526
mp-867534,LiAg2F4,2.4950187
mp-779834,Mn12O5F19,55.0028943
mp-7007,NbSe2,0.0001936
mp-568382,MnBi,0.0298846
mp-984597,Au3S,-8.89e-05
mp-770692,Ga2WO6,-0.000102
mp-767710,Li2VP2O7,11.9991288
mp-971744,ZnCo3,4.4524522000000015
mp-568190,La8C8Cl5,3.1e-06
mvc-15166,Y8Cu3(GeSe7)3,0.0003267
mp-1023012,Mg6MnNb,5.0018461
mp-767863,Li3VPCO7,11.997954
mvc-15102,Mn3Al(SiO4)3,48.000004
mp-573567,Ti(NCl)3,-1.07e-05
mp-764037,Li10V5Cr3O16,21.0000437
mp-744404,K2FeH4(SO5)2,8.0004329
mp-770305,Rb5FeO4,40.00068320000001
mp-1028345,Mg14CrNi,3.5773942
mp-12878,Sr2YSbO6,2e-07
mvc-8879,LaMgTiFeO6,10.0000122
mp-763108,FeOF,40.0031285
mp-773020,LuP5O14,0.0005611
mp-561473,CaTaAlO5,-2.3e-06
mp-867212,TcOs3,-6.8e-06
mvc-11995,Ca(CoO2)2,0.0
mp-4196,NdFeSi2,0.0003924
mp-694012,Ca3YAl3B4O15,-0.0039111
mvc-2307,Mg2Cr9O13,31.8484598
mp-571190,GaHg2SbCl4,0.0092468
mp-1096233,YAgPd2,-3.2e-06
mp-432,NbRu,-0.0009357
mp-1094371,MgTi2,1.1513301
mp-3363,Sc2Ni2Sn,-0.0002465
mp-560959,KTl2MoF6,3.0000006
mp-1038225,CsMg30AlO32,-0.0
mp-2516,YZn,0.0018093
mp-763207,FeOF,30.0093221
mp-29593,Re2(PCl8)3,20.1004714
mp-972121,Tm(Al2Cr)4,2.0381416
mp-2695,Sb2Os,-0.0001729
mp-687079,LiFeP2O7,9.9999204
mp-540813,K3ReC4(N2O)2,-9.8e-06
mp-26795,LiCu5P3O13,6.0000002
mp-977310,OsAu3,0.0044963
mp-762418,Li2Mn3O6,44.0000009
mp-762841,Li3Mn4P3H12O19,40.0049673
mp-7239,PrMgGa,-1e-06
mp-1006883,CoNi,2.3194757000000004
mp-1099190,Mg14ZnCuO16,1.000093
mvc-15567,MgFeO2,16.0000011
mp-771686,NbCrO4,3.0000012000000003
mp-1058331,CsSe,0.9998585
mp-765701,Li4V3FeO8,11.0000004
mp-1035067,Mg14CdCoO16,2.9987329
mp-765000,Li5MnCr3O8,13.9999453
mp-560072,Li4Be3As3ClO12,0.0
mp-10669,Ba3(AlGe)2,5.3e-06
mp-640950,NaB9Se8,0.0006994
mp-1039707,RbHfMg30O31,0.0449151
mp-2038,Sm3S4,7.219999999999999e-05
mp-626785,KHO,6.07e-05
mp-653922,Co2SnC8(ClO4)2,-0.0008901
mp-850153,Li2Mn2(SiO3)3,40.0089463
mp-1027483,Mo2Se3S,0.0
mp-556223,CSNF5,0.0022557
mp-30745,Ir3W,-5e-07
mp-1094484,MgZn5,-9.000000000000002e-07
mvc-11285,Zn(CoS2)4,0.6825642
mp-558506,BH9(CO)3,0.0
mp-865215,TmHfRu2,0.00012890000000000002
mp-30874,Th5Sn4,-8e-07
mp-9306,Sr2ZnN2,3.2299999999999986e-05
mp-768046,LiVCoO4,5.9999808
mp-1097682,TiMoW2,2.0000016
mp-767268,LiV9O22,2.7404841
mp-770806,Sm2TiO5,-0.0002141
mp-12622,SrPdF4,0.0
mp-762710,Li3VFe3O8,15.999998800000002
mp-19712,PrAgPb,8.3e-06
mp-782697,Li3(FeO3)2,13.9912432
mp-5510,U(SiAu)2,2.6394202
mp-549158,InCuO2,-1e-06
mp-1037496,Mg30CoCuO32,3.9999994
mp-862667,LiAc2Ge,6.08e-05
mp-18184,KYbP2O7,3.9999996
mp-1027473,Mo3W(SeS)4,-0.0
mp-863032,Sm3SiAgS7,0.0040213
mp-11345,ZrP,0.0002399
mp-6684,NaCdPO4,0.0
mp-2596,NpN,-0.0001314
mp-1078227,BaCoSO,6.0000004
mp-27891,Bi2SO2,0.0024155
mp-773719,LiFe23O32,109.0000829
mp-770543,Mn2O3,16.0001879
mp-1036615,Mg14AlNiO16,0.9999997
mp-743876,Cr2CdH14(NO2)4,0.001738
mp-865514,YSnAu2,8.92e-05
mp-16684,PrCuS2,7.59e-05
mp-608080,Al3(PO4)4,8.787027
mp-1096466,Al2VIr,3.9452205
mp-24064,PHF2,0.0002046
mp-756306,Li5Zn4(BO3)4,0.0022592
mp-38637,Rb(WO3)6,1.2929592
mp-865356,Tm2MgAl,-6.29e-05
mp-569468,CdI2,3.3e-05
mp-704226,Co5(P2O7)4,42.0000249
mp-1023399,LiMg6Al,0.002998
mp-28170,Ca5Ni15B4,0.0007535
mp-770280,Li6Bi(BO3)3,0.00027160000000000004
mp-1035550,LiCeMg14O16,1.0016987
mp-1027999,Mg14ZnCu,6e-07
mp-2315,NaB15,-5e-07
mp-1001602,B12W,0.0020457
mp-999204,ScAl3,-0.0001273
mp-1078729,Zr6CuBi2,-3.86e-05
mp-11369,ErHg2,0.0019481
mp-867663,SmY3O6,-0.0014039000000000002
mp-981103,Sr3CdO4,0.0
mp-1072088,TiS2,3e-07
mp-1016629,Mg6CdMo,1.4481986999999998
mp-6013,KTa(CuSe2)2,0.0007292
mvc-6067,TaF5,0.0
mp-626024,H2SeO4,0.0003756
mp-761126,Cu4OF6,4.000378
mp-1039931,CsMg30BO31,-0.0002301
mp-756817,Li5Cu5(SbO6)2,0.9504605
mp-1078897,SmFeAsO,7.5621121
mp-775778,LiFeF3,16.0014754
mp-1078612,LaTe3,0.0048454
mp-1095594,TlAgS,-2.7000000000000004e-06
mp-865369,Tm2OsAu,3.63e-05
mp-1073083,Mg2Si3,2.2e-06
mp-31480,Ca3(GaPd)2,-3e-07
mp-1352,ZrN,1e-07
mp-1026974,MoWSe3S,0.0
mvc-13647,Mg2CuSbO6,-7.96e-05
mp-1013555,Sr3AsN,-9.04e-05
mp-1039058,MgBi2,-0.0481712
mp-19149,NaNiO2,1.0000001
mp-581733,Zr4CuP,-6.69e-05
mp-761329,LiMn(SiO3)2,7.9995568
mp-690110,VMoO5,0.9999805
mp-865447,LuSbPd2,-0.0001846
mp-7792,YScS3,-1.3e-06
mp-1020631,ZnGeO3,-0.0002501
mp-776344,V2O5,0.0014676
mvc-6906,CaCr(SiO3)2,31.749661600000003
mp-4448,Y3AlC,-7.299999999999999e-06
mp-868651,VPO4,12.0006638
mp-680370,CsPuP2S7,-19.9999993
mp-867894,Sm2MgAl,0.0001408
mp-770395,K2LiFeO3,10.0000103
mp-540575,ZnHg2H14C4N6O13,0.0001785
mp-865409,UTc2Sn,-0.0017113
mp-1095413,HfGePt,-1.74e-05
mp-1033835,BaMg14BiO16,0.1337541
mp-32420,Li2VP2O7,6.0000004
mp-30250,YAgO2,1.4300000000000005e-05
mp-504498,K2CdPb,5.320000000000001e-05
mp-1093674,Mg2CuPt,-0.000352
mp-3332,NaCrSe2,2.9999998
mp-973444,K3V,4.859704
mp-780198,LiMn2(BO3)2,18.0016762
mp-11818,BaZnGe,1.2e-06
mp-562248,Ag3CS(NO2)3,2.08e-05
mp-542974,K3Nd(PS4)2,0.0001317
mp-26702,LiSn2(PO4)3,0.0038201
mp-1031823,Mg6NbNiO8,2.9999988
mvc-274,Sr2Cu2TeO7,0.0022903000000000003
mp-1096623,BaCaIn2,2.843903
mp-23572,KBiP2S7,0.0017258
mvc-4242,Zn3Cu2(GeO4)3,15.5939919
mp-754008,BaCuO2,3.1691695
mp-1037737,YMg30VO32,2.9872229
mp-510661,Gd(IO3)3,27.9058646
mp-1027074,Te2MoWSeS,0.0106908
mp-778229,Li9Cr3(WO4)7,13.0018955
mp-18769,CeVO3,11.999998800000002
mp-757094,La2HfO5,0.00015490000000000002
mp-763422,Li2MnF4,10.0000808
mp-25201,Bi(PdO2)2,0.4619742
mp-1013711,Ba3AsP,0.0003109
mp-8271,Ba2Ca(BO2)6,0.00015019999999999996
mp-772220,Li3Ta7O19,0.0004681
mp-19847,Tm3InN,1.29e-05
mp-767772,Li3V2F9,8.000854200000001
mp-770101,Li5MnO5,2.0
mp-686476,Al6Bi24Cl23,2e-07
mp-1097038,LiAl2H6BrO6,0.0
mp-705753,Fe38O39,154.0000007
mp-1009733,Ca2Si,-6.06e-05
mp-36111,LiMgP,-0.0002702
mp-1025176,HfGa5Ni,0.00015030000000000002
mp-17862,Ag3Ge5P6,-9.16e-05
mp-782065,LiTePO5,0.0044485
mp-3689,NdCo4B,0.0048402
mp-1028071,Mg14MnBi,3.3274144
mp-1025806,Te2Mo(WS2)2,-0.0042405
mvc-2108,AlCr4(CuO4)3,12.1125292
mp-672226,BaMnSi2,-0.0058287
mp-762984,Li5V3P8O29,3.9907412
mp-1025536,PrGa2Ni,0.00017209999999999998
mp-771107,Li3Ni4SnO8,3.0000001
mp-765457,LiMnF3,20.0000394
mp-11914,NaLa2IrO6,4.0
mp-6794,LaB2Rh2C,-0.0008740999999999999
mp-24345,ZnH12(SO6)2,-8.2e-05
mp-569346,CuI,-0.0001006
mp-773517,ScMn2O5,28.0033021
mp-770408,Rb6Ti2O7,-0.0001149
mp-1097628,Be2IrAu,1.356602
mp-684083,Sb(PO3)4,0.0011921
mp-1093598,Y2IrPt,0.1355953
mp-30301,LiClO4,0.0
mp-676113,InAgS2,-0.0002674
mp-762891,LiFe(PO3)4,20.0059383
mp-505716,PuH18C3S3(O2F)9,9.9999999
mp-1064497,SnS,-0.0
mp-510403,GdSb,7.0342122000000025
mp-568724,YbGePd,1e-07
mp-1100191,YMg5,0.0031620000000000003
mp-777660,Li3Fe9O5F11,35.9994313
mp-30855,UPt3,0.0598438
mp-16491,SrAl9Co2,0.0
mp-763732,Li3Fe4P3H12O19,31.9986418
mp-1077994,SiSnPd5,-2.7000000000000004e-06
mp-601413,RbVF3,2.9999997000000005
mp-17689,Ba4Ir3O10,-0.0006382
mp-1017120,HfMg6C,0.013569
mp-4476,HoCuSi,-4.370000000000001e-05
mp-1078597,ZnCd3Se4,-0.0
mp-1039849,NaMg30BO31,0.0
mvc-7384,CaCr2O7,-2e-07
mp-1027986,Mg14FeCu,2.7137293
mp-24001,NaZn2P2HO8,0.0017195999999999995
mp-1079351,Sr2CuMoO6,-0.9506085
mp-1842,NbAl3,-3.2e-06
mp-570287,Ta5Si3,3.2899999999999987e-05
mp-984754,PmHo3,0.3850249
mp-7470,RbCuO,-3.58e-05
mp-1016241,Mg3Mn,3.7722979
mp-567878,AlTlBr4,-0.001068
mp-705804,LiMnO2,79.99997440000001
mp-569326,Zr4(AlC2)3,0.0003449
mp-767417,K2AlPCO7,-0.0007601
mp-1030101,Te4MoW3Se4,-0.0
mp-560732,BaNaZrF7,0.0004198000000000001
mp-991395,CeBi,0.9163565
mp-17105,Hf9V4S,-0.0001827
mp-568059,LuBi,0.0001768
mp-1068954,Tb2BiO2,2.1e-06
mp-767637,LiCrCO3F2,12.0017678
mp-541187,Al8C3N4,-0.0989702
mp-768348,Sm(ClO4)3,-0.0026035
mp-30681,YGa6,1.7e-06
mp-863667,Er2TlAg,-1.41e-05
mp-20970,NaMnSb,8.0230863
mvc-15838,ZnSnF5,-1.8e-06
mp-997039,AgPdO2,6.890000000000001e-05
mp-505554,Sc(FeSi)2,3.9906652
mp-1023325,LaMg6Al,0.0017973
mp-16094,Ba6Si25,0.0
mvc-12706,Sr2MnCuSO3,8.1025997
mp-608321,Eu3As4,28.0019782
mp-630862,Yb2Pt2Pb,-0.0052976
mp-566296,SnS8(N2Cl)4,-0.0006833999999999999
mp-23314,Pr4Bi3,0.0506404
mp-997051,PdAuO2,0.3535786
mp-764311,Li5Cr3NiO8,22.0048819
mp-862742,Pm2ZnGe,0.0005438
mp-13774,NaNdSiO4,-0.0386384
mp-20372,Ce,0.0001346
mp-21571,La4In5S13,-1.51e-05
mp-1073598,MgSi2,3e-06
mp-2642,CdAg,3.39e-05
mp-22375,In2S3,0.0
mp-763260,LiCoSiO4,15.9990158
mvc-8911,TiZnBi(PO4)3,-0.0
mp-1071208,LaAl2BOs2,-9.82e-05
mp-769321,ZnSeO4,-0.0004848
mp-210,BaLi4,-9.92e-05
mp-24087,H4INO4,-0.00249
mp-558071,RbS,0.0
mp-31314,K2PSe3,5.93e-05
mp-1027303,TeMoWS3,0.035482400000000004
mp-641100,UTl2Cr2O10,0.0002669
mp-1094174,LaMg3,0.0001169
mp-16884,RbEr2Cu3Se5,-1.7e-06
mp-753662,K2Mg2O3,8.8e-06
mp-782662,Li2V5Cr2O12,29.9995438
mp-697022,Ca6Si2H6O13,-0.0040675
mvc-3749,VF5,-0.000919
mp-781768,Mn2OF3,18.0000002
mp-1080524,LaAl5Ni2,-3.55e-05
mp-556420,Rb2NaMn3F12,24.0001969
mp-865525,YCdHg2,-3.16e-05
mp-770384,RbFeO2,6.000018099999999
mp-770122,Li8TiMn3(PO4)6,14.9997215
mp-22210,Co2As,4.9286085
mp-22505,GdAl3Pd2,-7.0068785
mp-770591,Li3MnAlO4,39.9979939
mvc-12320,Y2Ti3O9,-1.8e-06
mp-560593,Dy3Si2Cl5O6,0.0
mp-4252,SnPS3,-0.00022640000000000005
mp-769108,NiP4,0.0008766
mvc-14161,CaCoF5,8.0000003
mp-677542,Mo3H24C8S13N2,0.0003696
mp-9582,Yb(ZnP)2,-0.0001058
mp-28969,Pr2NCl3,-0.0005866000000000001
mp-22631,Co2N,0.0109238
mp-28636,Os2(CO)7,-0.0048117
mp-1020598,Y4Si2S3O7,0.0143578
mp-767967,Mg3Fe3O8,13.998498800000002
mp-10581,Nd(AlGe)2,0.00030010000000000003
mvc-12054,CaFe2O5,16.0005464
mp-770383,Li2Cr2(SO4)3,15.998421300000002
mp-1022722,Bi3O2,0.0008271000000000001
mp-7225,CeAl2Pt3,0.821966
mp-11082,CeCdAu,2.131773
mvc-15045,CaCoP2O7,5.9992858
mp-7877,Sr(CuSi)2,0.0
mp-776888,Ti3Mn2Nb(PO4)6,10.9999994
mp-697873,SnHC2O3,0.0010095
mp-781064,Fe5O7F3,45.9927005
mp-559138,Ba2Zn(BO3)2,0.0
mp-601273,Sc,0.0026504
mp-757574,Ba8In8O19,0.00015800000000000002
mp-9983,Ta2Se3,8e-07
mp-697540,K3GeH2NO3,3.4e-06
mvc-15834,CaNiF6,0.0
mp-21330,EuAgAs,13.9959186
mp-570050,Yb2Sn,1.4e-05
mp-28155,LaNb5O14,-0.0004002
mp-1065340,W,-0.0
mp-560045,H5CSN2Cl,0.0017884
mp-3949,K7LiSi8,0.0002005
mp-558042,Sm3CuSnS7,-0.000101
mp-865572,CeAu3,1.3470213
mvc-8140,MgSn(GeO3)2,-0.0
mp-557142,Li2S,0.00186
mp-762449,Li7Ni13O24,10.9963506
mp-22721,Mo6PbSe8,-0.0002985
mvc-9181,ZnCoBiO5,16.015504500000002
mp-677780,Ca2MgSi2O7,-4.69e-05
mp-30272,U2Al19Co6,-0.6889001
mvc-4514,Si2WO7,2.32e-05
mvc-10545,ZnMo4O9,16.000358600000002
mp-766799,Co9Cu3O16,29.0126109
mp-771841,Mn3CuO8,8.0064251
mp-643570,NiH2SO5,1e-07
mp-763178,Li4Ti3Ni3(TeO8)2,6.0013846
mvc-9528,Al4Fe13Si2(SbO14)2,51.9999996
mp-13074,LuNiPb,-1.85e-05
mp-542024,Sc2GaB2Rh5,-2e-07
mp-555949,KEuPdO3,0.4646202
mvc-9664,PrZn(CoO3)2,14.0140666
mp-667338,PbN6,0.004883600000000001
mp-22952,CeClO,2.0000896
mp-673101,LiSn4(PO4)3,-5.04e-05
mp-6573,CoAg3(CN)6,0.0001734
mp-504233,Li4Ni5(P3O11)2,19.994362
mp-1096219,MgGePd2,-0.0004914
mp-555986,AsCS3N2F11,-0.0008150000000000001
mp-22264,CsSr2Nb3O10,-0.0002214
mp-22868,BiRh,0.43567
mp-756175,Zr2Bi2O7,-0.0037503
mp-698748,Mn2CuO4,83.9374785
mp-704266,Mn6P7O24,58.0000049
mp-1021292,KMg6Cd,0.00041789999999999986
mp-771536,Li7Co5O12,1.9939798
mp-3857,Ba3(PO4)2,-4.38e-05
mp-771502,Li5Nb2Ni5O12,10.6786824
mp-762648,LiFeSiO4,19.9993099
mp-1097162,Cs2AuBr,0.0
mp-766786,VF5,0.001355
mp-776334,Ti2N2O,-0.0004867
mp-11245,HoAu,-4e-07
mp-863737,Ho3In,0.0968468
mp-695891,CdH6C(BrN)3,0.0031962
mp-567122,Sm11Cd45,-0.0012463
mp-753459,Nb3O7F,-0.0009361
mp-23163,CsBi2,0.0001109
mvc-9940,FePO4,39.9697645
mp-21477,RbIn4,-0.0008588
mp-6121,BaY2ZnO5,-0.0001203
mp-1013733,Ca3BiSb,4.2700000000000015e-05
mvc-8415,ZnNiSnP2O9,7.996777400000001
mp-567480,MnSbPt,-3.9299999999999986e-05
mp-779881,Fe4OF7,34.0002698
mp-744008,Ca7La3Ti5Cr5O30,25.9983655
mp-568392,Ag10Te4Br3,0.0005151
mp-542122,Ba3LiRu2O9,10.1113649
mp-771220,Li3Ti(CoO3)2,7.0038103000000005
mp-764284,V2OF7,1.998394
mp-572409,Ga2RhC4Cl7O4,-0.000171
mp-1025531,LaAs2Au,7.92e-05
mp-22750,P2Pb3O8,3.07e-05
mp-1039055,Mg3Cd,-1.8e-06
mp-18082,Sm3Ti3(SeO4)2,5e-07
mp-770242,LiCrBO3,7.9999852
mp-863656,PmH,-4.2700000000000015e-05
mp-759185,LiSb(PO3)4,0.0059445
mp-1093841,MnFe2Ge,11.0068779
mp-559554,Li2TeO3,-4.1e-06
mp-7396,Li3Tl,-3.1e-06
mp-1100493,Li9Mn7O16,26.0000004
mp-565932,CdTeMoO6,0.0010413
mp-764535,Li3Fe8(BO3)8,37.00077020000001
mp-999201,Sc2MnSi,1.0022277
mp-559994,La6S4BrN3,-5.610000000000002e-05
mp-675132,K6InP3,-0.0002624
mp-757038,LiSiBiO4,0.0031026
mp-1098082,CsRbMg6,0.0001385
mp-567768,YbCuGe,-1.92e-05
mp-24420,H2Se,2.0600000000000006e-05
mp-862934,Li2PmTl,-0.0001857
mp-22731,MnInNi2,4.2408672
mp-1025377,Cd(AgI2)2,-0.0
mp-760468,LiSi2BiO6,-0.0007932000000000001
mp-2109,CePt2,1.549976
mp-30737,YMgAg,-6.39e-05
mp-764309,VOF,3.9999354
mp-31854,LiFeP2O7,20.0000023
mp-1032565,Mg6ZnBiO8,0.0008901
mp-769942,LiMnBO3,20.0005181
mp-1024067,Na2ZnS2,0.0018819000000000004
mp-1033179,Mg6BiBO8,0.0
mp-22990,CsICl2,8.41e-05
mp-555933,Na2P2PbO7,-2.8e-06
mp-753939,LiSnPO4,-0.0016105999999999998
mp-765319,LiMnOF2,16.0000002
mp-20074,SrIn2,-0.000113
mp-1097603,Ba2MgZn,2.0
mp-778899,LiCrPO5,7.999734299999999
mp-757872,Li2Ag3F6,1.0001202
mp-684919,H16PtC4(NCl3)2,-0.0044816000000000005
mp-558349,Ba5P3ClO12,-0.0006092000000000001
mp-772662,MnH4(SO5)2,6.0009698
mp-3736,ZrAlCu2,3.45e-05
mp-1064001,URh3,0.1423297
mp-1017241,Mg6GaB,0.0013479000000000002
mp-771238,Y2TeO6,-0.0021862
mp-542437,Gd2Zn17,14.1668646
mp-972660,SmHoRh2,5.920000000000001e-05
mp-6114,La3Ni2B2N3,-0.001849
mp-765908,LiCrSiO4,5.9999969
mp-1097273,Mg2ZnIr,1.0000017
mp-540147,LiV2(PO4)3,7.999103
mp-1020587,SrMg3SiN4,0.0100548
mvc-7674,BaAlCuNiO5,1.3528284
mp-568950,Na3AlH6,-0.0005664
mp-1092293,Bi2Pt,6e-07
mp-983479,Sm3Si,0.0927318
mp-556323,Ba5Fe5O14,47.2377347
mp-995218,H4C5O2,0.0033571999999999994
mp-1028674,Te4MoW3(SeS)2,-0.0
mp-510717,Ba2Co9O14,8.999993400000003
mp-977353,Ta2ReMo,-4.36e-05
mvc-7873,BiWO5,0.0
mp-35785,Y2CdS4,0.0002108
mp-865696,HoGaRh2,-9.13e-05
mp-2406,Mg5Pd2,-7.8e-06
mp-570393,Cu8GeSe6,0.0009238
mp-531661,Nd10Ti12O39,-0.0029223
mp-22101,DyMnSi,0.0043414
mp-556281,Sc(PO3)3,0.0
mp-26247,Li5Cu(PO4)2,0.0078001999999999985
mp-764152,Li2NiP2O7,16.0021969
mp-1337,MoAs2,2.9e-06
mp-1096816,Al2ZnS4,-0.0
mp-17394,NaYGeO4,0.0
mp-3939,Sm(SiNi)2,0.0002721
mp-1096496,NaZn2Au,0.000305
mvc-14518,MgMn2O4,31.9999078
mp-1460,RbGa7,-1.4e-06
mp-853262,Fe10O9F11,49.0012607
mp-767518,Na2ScPCO7,0.0064032
mp-867331,K3InAu5,-1.39e-05
mp-759291,Ba17U11O42,16.0000127
mp-7129,Rb2Ti(CuS2)2,0.0015621
mp-1079793,PuAlCo,-0.712712
mp-762589,Li4Mn5(NiO6)2,46.0145104
mp-1096391,Ba2TlPd,0.9999996
mp-771699,Sb2O5,0.0024324000000000004
mp-1068685,U2PtC2,2.7474821
mp-540197,Fe(PO3)4,7.9001447
mp-1003638,NaMn8O16,50.0043064
mp-761339,NaMnP2H10NO10,10.0022274
mp-780892,Na4Fe2As(CO4)4,19.9988957
mp-977399,LiMgPd2,9.23e-05
mp-542569,AlRu,0.0009293
mp-8675,HgPd,-3.94e-05
mp-782001,Li8La4TiNb7O28,-0.0006224000000000001
mp-1079053,B2Mo3,-6.97e-05
mp-1025087,NdNiSb,1.09e-05
mp-776213,Hf2N2O,-0.0030643000000000003
mp-872,BaSn,-6.159999999999999e-05
mp-971657,Au3N,2.25e-05
mp-976593,Nd3Si,-5.07e-05
mp-34140,Zn(FeO2)2,59.9799318
mp-1018070,Ti2InFe,1.0018817
mp-1006146,Eu(MgBi)2,6.9995119999999975
mp-673165,Dy2O3,-0.1372453
mp-1026530,Mg14NbC,0.006528699999999999
mp-545,TiS,0.0003607
mp-767663,Li2Mn3(BO3)4,22.0006241
mvc-9980,MgMn2O4,16.0000055
mp-23012,Bi2Pd3S2,6.57e-05
mp-28075,K2Ti2O5,2.58e-05
mp-760078,Ba4Ti11O26,0.0047823
mp-1039784,HfMg30SiO32,1.0040476
mp-1076429,Ba2Sr6Co5(CuO8)3,17.5009737
mp-767949,Li3Fe4(PO4)6,16.857249
mp-865736,YbBiPd2,1.87e-05
mp-851,ErPd,2.730000000000001e-05
mp-19854,Pr2In,-0.0036043
mp-11370,ErIn,-4.7e-06
mp-645902,Co3Ge(CO)10,0.0008320000000000001
mp-757331,Gd3Y5O12,41.9999903
mp-4666,CdSiP2,-0.0003766
mp-776025,Ti3NbCu2(PO4)6,1.099941
mp-13237,Dy5Si3B,0.0010267000000000002
mp-1095834,Mg2IrPt,2.0000042
mp-24464,MgH4S2O9,0.000582
mp-1099799,Sr4Ca4TiMn7O20,115.5522249
mvc-7054,TiS2,0.0
mp-1032588,BaYMg6O8,-0.0008523
mp-1021706,Mg6NiSb,-0.0007951000000000001
mp-1036238,Mg14MnBiO16,4.5670738
mp-1055985,B,-1.1e-06
