mpid,formula,e_form
mp-781289,NaV13O18,-2.356208456171876
mp-22409,Hf3B2Ir5,-0.8337465828333308
mp-13349,KUCuS3,-1.538172773697917
mp-675068,Nd2Zr8O19,-3.7264574378879294
mp-865558,AcTe3,-0.8772092068750004
mp-983458,Tl3Cl,-0.479435615815
mp-1028764,WSeS,-0.8970354908854171
mp-1340,Ga2Se3,-0.5828319311562502
mvc-11096,MoO3,-1.0575080346875003
mp-973881,PmDy3,0.016781208124998948
mp-569511,NiTePd,-0.2533707691666661
mp-1096829,BPt,0.0553904816666666
mp-600561,LiRh,-0.1913006450000001
mp-1100734,Li9Mn2Co5O16,-1.85484894881
mp-574040,K2SnBr6,-1.1982999311111109
mp-780645,Fe3O5F,-1.700751267493334
mp-581115,K3Nb2Ag3S8,-1.2087580332812502
mp-555311,ZnS,-1.139727345685097
mp-7646,Cs2PrO3,-2.207246646458334
mp-778230,Li4V3Cr3(CuO8)2,-2.1077513953571434
mp-20662,Sn4Pt,-0.2800133109999997
mp-780535,BaLu2O4,-3.7285004678571423
mp-706241,Rb8W13O43,-2.1723125730273427
mp-13501,ErCoC2,-0.3568067025000001
mp-763901,NaVO3,-2.35024276475
mp-21497,Pb2SO5,-1.9333975937890624
mp-1098792,Mg30ZnNiO32,-2.9557451885156243
mp-865894,YbPmAu2,-0.8885201868749997
mvc-13160,Ba6YTl3(Cu2O7)3,-1.756270729831082
mp-778304,Mn3NiO8,-1.4578693314899998
mp-556036,Ba3Al2Cu2F16,-3.499322982566956
mp-504908,In2TeO6,-1.84521235675926
mp-31669,Cr(PO3)3,-2.608378653118132
mp-625230,Zn(HO)2,-1.5111937916146665
mp-766850,Li4Mn3V2Co3O16,-1.9802198972457137
mp-680410,K3Nb2S11,-1.2862417831054689
mp-637039,Cr2Te4O11,-1.75828456639706
mp-759377,LiTi2(PO4)3,-3.0343121380621696
mp-763571,Li2Mn5O12,-1.7706077376210516
mp-1094567,LiMg3,-0.028103674999999884
mp-24922,KCrP2O7,-2.697094524085497
mp-1072041,GdCu4Au,-0.3014535733333332
mp-684120,LiCuP2O7,-2.226042409312771
mp-866020,YbSmHg2,-0.5741409981250001
mp-704546,RbNaCr2O7,-1.916475422045455
mp-619898,BaCoP2O7,-2.7800556777218617
mp-1030924,NaLiMg6O7,-2.469961890916667
mp-865240,Lu2MgIn,-0.2641176024999998
mp-1072824,DyCuSn,-0.5615993588888882
mp-1096439,LiZn2Ru,1.7972364212499998
mp-541164,Hg9(AsO4)4,-1.1410854855172414
mp-566676,KMn5(SeO3)6,-1.672313480962083
mp-1028182,KCaMg14,0.10604825500000016
mp-780165,Mn6O5F7,-2.422185424741111
mp-1038450,HfMg30BO32,-2.915183262682292
mvc-5033,MoWO6,-2.0661406103125
mp-772627,Ho2(WO4)3,-2.748039730588236
mp-631387,SnRuW,0.5982162633333346
mvc-13958,SbF5,-2.234274945991667
mp-707169,CuH4C3ClO2,-0.729460811726364
mp-13001,Ba2HoTaO6,-3.60811552925
mp-767401,Gd2AsO5,-3.1144799495312494
mp-771990,Li4Cu3WO8,-1.7024437962499992
mp-1028097,NaMg14Mn,0.08788638968750018
mp-752852,BaTi8O16,-3.500647197733333
mp-625860,Sr(H8O5)2,-1.4672321227933325
mp-764756,Li6MnV3(PO4)6,-2.661121383238286
mp-25082,Mo(CO)6,-0.9047793126923082
mp-991652,VCu3Te4,-0.2413659662500001
mp-849498,Li5Mn6(BO3)6,-2.485638567093144
mp-756704,LuTa3O9,-3.5357574427884604
mp-763890,Li2VCrP2(O4F)2,-2.8057497669939875
mp-6770,BaLa2MnS5,-2.215778542256944
mp-764637,Li3Fe8O3F13,-2.53739484386
mp-558125,BaTiO3,-3.5036635864166668
mp-569842,Ba3SiI2,-1.1311774608333336
mp-782708,V4(OF3)3,-2.9552946262162503
mp-974371,Rh3Br,0.6784159924999988
mp-768740,Li2Bi5B3O13,-2.14543997201087
mp-1078473,MnCO3,-1.996869794442
mp-1079261,ErCuSb2,-0.5731397475
mp-571484,Ca3Hg,-0.17646060187500012
mp-753175,SrH2(SeO3)2,-1.7771480288115908
mp-16866,KNpN3O11,-1.7027680365399993
mp-778510,LiFeF4,-2.9159570599599998
mp-984554,BPbO3,-1.0803523400833337
mp-1038778,Sn3Bi,0.07045976125000042
mp-775752,Li6VSn3(PO4)6,-2.5281687780892868
mp-11540,PtO,0.1978942643749999
mp-570198,Ba(ZnAs)2,-0.6448864619999994
mp-22401,Nd2Re3Si5,-0.5643081620000003
mp-989542,Ba6Tl2NCl,-0.7475091525639996
mp-1007770,TlAs,0.11217401999999987
mp-27770,RhCl3,-1.0627802374450002
mp-761379,Li3V(PO4)2,-2.702711006156462
mp-19333,Fe2B2O5,-2.386126657731481
mp-10617,Sr,0.2620622399999999
mp-1028769,W2Se3S,-0.7242253749739594
mp-2286,Li2Se,-1.2632663795312498
mp-11629,Tb2Al6Si4Au,-0.3911843220512817
mp-568746,Bi2Pd,-0.2330601183333331
mp-707508,Na2H5RuN5O12,-1.2131209242000005
mp-11113,TiTeAs,-0.6875085905555558
mp-7233,La2SeO2,-3.404492354218751
mp-626819,ReH3O5,-1.7056966435677765
mp-762170,Li2NiP2O7,-2.4338285862450406
mp-540743,Th2Zn17,-0.21524383710526326
mp-532384,Dy2Ti2O7,-3.763325247878788
mp-17357,NaSmSiO4,-3.310253007142857
mp-961703,NaLiPt,0.21581886166666686
mp-11709,Sm(BO2)3,-3.183315821000002
mp-25789,Ba5V3ClO12,-3.0556657096790474
mp-700156,Eu4Mo4O11,-2.1532143957236816
mp-639747,Ba,0.30927741
mp-2408,Ga3Pd5,-0.6318311868750008
mp-31644,Li3Cr3(PO4)4,-2.6353327036813186
mp-756988,Nb5OF14,-3.008301202895501
mp-1078581,ThAlNi,-0.6000762077777781
mp-1071627,LaSiNi4,-0.5382645566666658
mp-763422,Li2MnF4,-3.0582633479599983
mvc-4685,Ca(CuO2)2,-1.468389197142857
mp-769961,Li4Ni3SbO8,-1.6906577159375002
mp-769701,Li5Fe2P2(CO7)2,-2.3605290555476186
mp-34563,Mn2CuO4,-1.6420994388457135
mp-1331,YCd2,-0.3418256174999996
mp-569317,Cr3InO8,-1.8686342375
mp-972985,KPdO3,-0.8470816787500006
mp-4611,Th(SiPt)2,-1.0340412459999997
mp-567939,CsSmCl3,-2.286188910456
mp-1096324,Mg2CdPb,1.09630973125
mp-763650,LiP3W2O13,-2.435656758186091
mp-1079951,Na2CoSe2,-0.6653198164375006
mp-769875,Li4CrF6,-3.043828133376364
mp-1091380,Sr(ClO)2,-1.6866813878040001
mp-6872,K3SiN(OF2)3,-2.7559051598764284
mp-763357,LiP2WO8,-2.5214833313492058
mp-1077783,TbNi2,-0.4330302727777789
mp-9976,Ba(Sb3Ru)4,-0.3357707111764712
mp-695890,Mg10Si3(H2O9)2,-2.862605471056571
mp-867213,Er2OsPd,-0.6058147362500002
mp-570240,La14C14Cl9,-1.188058544711892
mp-23717,Ca2MgP2(H2O5)2,-2.667750788061604
mp-1098461,CeHfMg30O32,-2.938147488984375
mp-1080243,MgMnO2,-2.5077248658649998
mp-25584,LiMo3O8,-1.9477274287499995
mp-863763,K2Y4Cu4Se9,-1.2937406624917769
mp-775095,Li2Fe3CoO8,-1.7608957378571437
mp-1013912,LiCo3P3O13,-2.0836469672767857
mp-13866,SbO2,-1.5161515608333336
mp-1023208,CaMg6W,0.2595826562500001
mp-11165,Na2MgPO4F,-2.9414350922816928
mp-867827,DyCdAu2,-0.6733261379166668
mp-569178,HoTlSe2,-1.381476804296875
mp-761649,Li2V(Si2O5)3,-3.02412724203125
mp-1034015,KNaMg14O15,-2.720669628830645
mp-861644,ThCdPt2,-0.8563127362499996
mp-18361,K7NbAs4,-0.4651582354166671
mp-560564,Ti6In2Si2P12O49,-2.9597137588506035
mp-770260,Li8MnO6,-2.0870260132306666
mp-32531,Ba2V3O9,-2.8310939004464286
mp-558988,Ni(NF7)2,-1.0057159747894118
mp-8874,LiSiBO4,-2.9875188230952383
mvc-6055,Zn(SbO2)2,-1.327579306428571
mp-1344,Sm3Se4,-1.833772343125
mp-18876,K3CrO8,-1.1291273516666671
mp-774124,Li2MnO2,-1.985580384692
mp-685224,Sc22Fe7S40,-1.843596926847827
mp-43094,Ca3Ti2AlSi3O14F,-3.5112065702926394
mp-778681,V3SnO8,-2.3251711554166667
mp-909802,MnCoSi,-0.4524381558333322
mp-13933,Ba2HoReO6,-3.0684275767500004
mp-1099847,SrCa7FeCo7O20,-2.2582753802777784
mp-569831,Zr3(Al2C3)2,-0.4104700142307689
mp-19535,Ca3Fe2(SiO4)3,-3.0775711620000017
mp-611771,KCoF3,-2.501535413714
mp-772790,Er(Bi3O5)4,-1.765470552121212
mp-777203,Li2MnVP2(O4F)2,-2.7459083147623207
mp-19538,SrFe12O19,-1.9279291004296857
mvc-15849,CaVF6,-3.4779599696425003
mp-22673,MnInCu2,0.07103250250000047
mp-865898,TiZnCo2,-0.34853888041666625
mp-18900,MgV2O4,-2.627354183571429
mp-775623,LiTiMnO4,-2.669751932160952
mp-9441,Ho(CrGe)6,-0.2005671442307689
mp-7007,NbSe2,-0.8349748657291668
mp-568382,MnBi,0.21181117250000006
mp-984597,Au3S,0.17982328648437473
mp-779268,Li8Mn5Fe3(BO3)8,-2.4804446041277783
mp-764581,Li2VFeP2(O4F)2,-2.7383499382439886
mp-971744,ZnCo3,0.06256814625000029
mp-28745,Nb2Te6I,-0.3805326516666672
mp-757235,Li2CuF4,-2.5608143271085715
mp-1023012,Mg6MnNb,0.1959401150000004
mp-585227,Co(PO3)3,-2.3862658427335166
mp-769693,Li2FePCO7,-2.3398384157787686
mp-686055,Sr3Pr4O9,-3.272960763203125
mvc-5763,MnZnAsO5,-1.83449567152625
mp-679989,Bi(Mo2Cl5)3,-1.3352184794954545
mp-764841,LiVO2F,-2.711975022738
mp-1080262,CeSe2,-1.0970901940625002
mp-15319,Lu2C3,-0.26532177950000035
mp-861575,Li3V(BO3)2,-2.6142361067361115
mp-768137,Na2SnPCO7,-2.233284161612104
mp-776625,Li3Ti2(PO4)3,-2.8869985581309536
mp-18897,NaVTeO5,-2.0640345529687494
mp-867212,TcOs3,-0.0745861487500008
mvc-14161,CaCoF5,-3.122537832278572
mp-4196,NdFeSi2,-0.6539869506249989
mp-4252,SnPS3,-0.7442773310565478
mvc-2723,SrSb(PO4)2,-2.6472601571825387
mp-24952,TbFeO3,-2.959211042416667
mp-1096233,YAgPd2,1.3848049168750003
mp-432,NbRu,-0.16811812249999925
mp-1094371,MgTi2,0.224143268888889
mp-3363,Sc2Ni2Sn,-0.6048909779999996
mp-560959,KTl2MoF6,-2.587621170714
mp-761971,LiLaNb4O12,-3.109127614537039
mp-2516,YZn,-0.36076109874999984
mp-610958,BaFeF4,-3.4571051107933326
mp-1021950,BaNb2(FeO3)4,-2.1608405763157896
mp-1096955,EuB12,-0.1493002042307694
mp-2695,Sb2Os,-0.01842398999999991
mp-772734,Na3VBAsO7,-2.301292979647436
mp-558314,TaBi4ClO8,-2.0683235402328566
mp-31042,Ca9Mn4Bi9,-0.507942324772727
mp-977310,OsAu3,0.6905111687499996
mp-5900,Ba2ZrF8,-4.1825986142745455
mp-686119,Ag13(BiI4)14,-0.3738803398795181
mp-7239,PrMgGa,-0.4778174444444446
mp-1006883,CoNi,0.1552011000000002
mp-770800,Li4Ti3Nb5O16,-2.8705237778571413
mp-771194,Nb2Ge2O7,-2.4441687410227284
mp-771686,NbCrO4,-2.718965542500001
mp-1058331,CsSe,-0.5594391092968749
mp-1099861,La7SmMn5Fe3O20,-2.9098639530499986
mp-553930,B2Pb6SO12,-2.023684286899802
mp-558815,Rb2LiVS4,-1.5194638182812508
mp-998435,CsScBr3,-1.621470676
mp-10669,Ba3(AlGe)2,-0.4766415300000005
mp-7022,V5As3,-0.42838200250000025
mp-1073360,MgSi2,0.24006190916666625
mp-765693,Mn6O5F7,-2.4402882247411117
mp-626785,KHO,-1.6138370132899993
mp-765494,Li3Ti2(NiO4)2,-2.3478295535555564
mp-1037884,Mg30MnCO32,-2.866684190288437
mp-1027473,Mo3W(SeS)4,-0.9468091950520842
mp-568873,GaSi2As(H3C)8,-0.2935900404688891
mp-30745,Ir3W,-0.3435279237499991
mp-1094484,MgZn5,-0.022800855833333245
mp-763003,LiMnF3,-2.9733694899060006
mp-555541,KC(NO2)2,-0.9640428496575
mp-865215,TmHfRu2,-0.6262587837499982
mp-555990,Er2SiSO4,-3.4952013186328124
mp-9306,Sr2ZnN2,-0.7144790899519997
mp-768015,LiMnCoO4,-1.8126496987085707
mp-1097682,TiMoW2,4.797262875833333
mp-560350,K2CuF4,-2.555451761037144
mp-638261,La2GeO5,-3.343985093906249
mp-1030292,Te2MoWSe2,-0.3653029545312497
mp-542006,P2WO7,-2.5176544537440484
mp-19712,PrAgPb,-0.4624828733333336
mp-4691,Ag2CO3,-1.1055539093750006
mp-5510,U(SiAu)2,-0.2275158599999997
mp-549158,InCuO2,-1.503051133125
mp-1026809,RbCeMg14,0.16921207500000013
mp-862667,LiAc2Ge,-0.3048562475000001
mp-761898,Sb3H18C6N,-0.15554930071571452
mp-767135,LiCr2(PO4)2,-2.5214232608608067
mp-761505,Li6V3P8O29,-2.670308254804607
mp-11345,ZrP,-1.3806450815476188
mp-672303,CsNiC3(SN)3,-0.3063760956206817
mp-2596,NpN,-1.2968241105649998
mp-1078227,BaCoSO,-1.8656947950781253
mp-27891,Bi2SO2,-1.3797532923124998
mp-704943,Li2Mn3ZnO8,-2.022678993955715
mp-770543,Mn2O3,-1.9687685391340009
mp-779147,Ho2P4O13,-3.1690610704542608
mp-864900,Hg,0.0007825920689655321
mp-865514,YSnAu2,-0.6883808268749991
mp-542294,Sr3NiRhO6,-2.2502645534090915
mp-779189,Li32Mn13Cr3O48,-2.1951555773175
mp-1096466,Al2VIr,2.586716775
mp-28356,U6Cu2S13,-1.6492079941815478
mp-1038212,Mg30AlSiO32,-2.943751788906249
mp-700189,KZrVF7,-3.588396448583
mp-865356,Tm2MgAl,-0.2513988124999997
mp-566900,Li2Ni(WO4)2,-2.097978196153845
mp-763499,Li2V(CO3)3,-2.0521718145833336
mp-1023399,LiMg6Al,-0.004593463749999804
mp-28463,LiNb3Cl8,-1.7427989205066663
mp-776233,Li2Fe3SbO8,-2.036915575357142
mp-1035509,SrMg14FeO16,-2.8638696237500003
mp-540858,Cu3(AsO4)2,-1.3095374071153845
mp-27936,Na2SbF5,-2.9008461407437505
mp-762898,K8Li9(FeO4)4,-1.834336351891892
mp-999204,ScAl3,-0.3607219724999995
mp-1078729,Zr6CuBi2,-0.29046804888888844
mp-11369,ErHg2,-0.3590727083333333
mp-675353,Sm3(Bi7Te12)2,-0.3218780633536591
mp-981103,Sr3CdO4,-2.6464164087499995
mp-1072088,TiS2,-1.601170914930557
mp-1016629,Mg6CdMo,0.1886620918750004
mp-1028276,KMg14Sn,0.0763299578125003
mvc-5864,MgMoAsO5,-2.09902854234375
mp-28090,Si2H2S3,-0.7643456749182148
mp-769895,TaFeO4,-2.73790919625
mp-755089,ZrO2,-3.8097343816666656
mp-773170,Cr3SbO8,-1.98687691375
mp-1078897,SmFeAsO,-1.7327704384374991
mp-770591,Li3MnAlO4,-2.4708318494122232
mp-1078612,LaTe3,-1.0718546374999995
mp-770990,Li5Ni5(SbO6)2,-1.6200940222916669
mp-865369,Tm2OsAu,-0.5458015337500006
mp-556239,Cs5Nb2S4Br9,-1.4754408073124998
mp-1040392,BaMg30TiO32,-2.9477502152604163
mp-1352,ZrN,-1.8702385261900003
mp-1032334,Mg6CrCuO8,-2.6572791650000003
mp-12932,TbTaO4,-3.752608725555554
mp-1013555,Sr3AsN,-0.9469498254759998
mp-1075422,Mg5Si6,0.1557271504545448
mp-19149,NaNiO2,-1.2182653393750007
mp-1073592,MgSi2,0.18001823249999954
mp-757430,Li2CuPO4,-2.287159197886904
mp-690110,VMoO5,-2.16134250375
mp-865447,LuSbPd2,-0.8649983387499995
mp-764905,Li2Mn3F8,-3.010072910569232
mp-1020631,ZnGeO3,-1.90714980275
mp-773317,LiFe5O8,-1.5242613785714292
mp-669313,Cs3Nb2S11,-1.3214186687304688
mp-4448,Y3AlC,-0.425098233
mp-555529,LiCaCoF6,-3.094988626904444
mp-705001,LiCrP2O7,-2.635224800903679
mp-867894,Sm2MgAl,-0.26283985374999963
mvc-15888,MgVO3,-2.6893462392500007
mp-554113,LuP5O14,-2.8476246883988097
mp-865409,UTc2Sn,-0.06888380625000146
mp-8387,Tl6TeO6,-1.114938354423076
mvc-4996,Mg2TiWO6,-2.8234529099166665
mvc-14196,Zn3Sb2O7,-1.6876277423958328
mp-30250,YAgO2,-2.6275147162500003
mp-504498,K2CdPb,-0.18152598124999986
mp-1093674,Mg2CuPt,1.3520793525
mp-3332,NaCrSe2,-0.8049255830468747
mp-973444,K3V,0.8804806924999999
mp-995218,H4C5O2,-0.5229943744981811
mp-11818,BaZnGe,-0.4887052299999996
mp-558628,KLi2BO3,-2.473326817559524
mp-652548,MgMn3(CuO4)2,-1.8395643135985718
mp-7446,Rb2S3,-1.1890883584375005
mp-771353,Li24Ti5Cr7O36,-2.5473768815046296
mp-762483,LiFe(PO3)4,-2.525355378465609
mp-1096623,BaCaIn2,1.2105606175
mp-31285,Cs2PdSe8,-0.5112085221590906
mp-765143,Li2NiP2O7,-2.42324332999504
mp-769676,RbLi7(NiO3)2,-1.64021636484375
mp-675614,K2In12Se19,-0.6038111285842805
mp-19482,Na2V(PO4)2,-2.6454323779761912
mp-1027058,Te2MoWS2,-0.6488222063541672
mp-765064,Li2VCrP2(O4F)2,-2.8070434157439874
mp-4769,SiP2O7,-2.800306334744048
mp-560806,Zn2In2S5,-0.9680956967013894
mvc-7429,MgBi2O5,-1.8524626128124984
mp-19668,LaCrO4,-2.7902514891666663
mp-1013711,Ba3AsP,-0.4999058926190479
mp-504233,Li4Ni5(P3O11)2,-2.2859832036776067
mp-721075,Ga2P3H11O13,-1.786548817081232
mp-19847,Tm3InN,-1.0997740664760003
mp-559704,PH9C3S2NClO4,-0.7516794134257258
mp-643013,ZrP2(HO3)2,-2.5408634091754987
mp-757142,LiNb(PO3)4,-2.57422411957672
mp-1099053,CaMg14BiO16,-2.7836255164062496
mp-28796,Sr5(AuO4)2,-2.357018426
mp-1009733,Ca2Si,-0.4336801766666672
mp-36111,LiMgP,-0.7640514593650796
mp-1025176,HfGa5Ni,-0.3286178592857141
mp-772317,Li3Co(NO2)6,-1.179312384967272
mp-1034822,HfMg14CoO16,-2.8902845139062494
mp-655834,MnSbSe2Br,-0.3383731496875001
mp-24399,MgH10SO9,-1.6952257438815477
mp-1025806,Te2Mo(WS2)2,-0.8106377606944454
mp-758138,La16Cu8O31,-2.972305920340909
mp-1032174,Mg6NbFeO8,-2.5935763268750005
mp-850949,LiMnSiO4,-2.650586236565713
mp-1025536,PrGa2Ni,-0.62324834
mp-13234,Lu5Si3B,-0.5591484379629629
mp-778791,Fe4OF7,-2.5658274445483342
mp-694985,Na2Sc4Zn2(MoO4)9,-2.470916871509434
mp-6794,LaB2Rh2C,-0.5904165951388892
mp-695426,Na7Ca3Ta7Ti3O30,-3.2181485054499976
mp-569346,CuI,-0.14737991500000014
mp-18232,Ce2Al3Ge4,-0.4610158694444435
mp-777554,CrO,-1.8058458414583327
mp-1097628,Be2IrAu,2.1477244025
mp-744721,CrCo3H24C6(N10O11)3,-0.43934130844876185
mp-1093598,Y2IrPt,1.6429814187499998
mp-863971,K2Mn3P4(HO3)4,-2.152163263389637
mp-676113,InAgS2,-0.5585107795312498
mp-704184,LiMn(PO3)4,-2.474886344213386
mp-602511,Cr3H8(NO5)2,-1.2538424166291295
mp-1064497,SnS,-0.7233310545312506
mp-510403,GdSb,-1.1530544124999995
mp-558610,Sc(ReO3)2,-2.537799719166667
mp-18950,BaCa(FeO2)4,-2.2569843892857144
mvc-4258,Ca3Sn2(GeO4)3,-2.48275183
mp-30855,UPt3,-0.7471375862499992
mp-10434,K2UTe3,-0.9281649191666664
mp-20133,NbCrN,-0.8281024166266668
mp-1077994,SiSnPd5,-0.6109825021428575
mp-601413,RbVF3,-3.0445603057139987
mp-560328,Ag15P4S16Cl3,-0.5561411772937098
mp-1017120,HfMg6C,0.5453931371874998
mp-4476,HoCuSi,-0.6707964216666665
mp-1078597,ZnCd3Se4,-0.6391073030468752
mp-13336,RbSc5Te8,-1.25193817
mp-674804,Sm2PbSe4,-1.467960317053571
mvc-2264,ZnP4WO12,-2.3196876223544978
mp-705593,Al2NiO4,-2.71968719
mp-1079351,Sr2CuMoO6,-2.408521648749999
mp-1842,NbAl3,-0.42389016749999975
mp-565521,NiBiAsO5,-1.5815565395312492
mp-984754,PmHo3,0.011186603125000085
mp-560941,SiO2,-3.2735149908333327
mp-1016241,Mg3Mn,0.19265601000000032
mp-542629,Rb2Mo9Se10,-0.6609273514732127
mp-1013864,Na3Fe2(GeO4)3,-1.8570053143750005
mp-767651,Li2SiNiO4,-2.3343983340625
mp-704462,Y3Ge13Ru4,-0.44180590562500016
mp-1029946,Te2MoWS2,-0.6486155030208339
mp-1099629,K2Na6V5(MoO8)3,-2.213203041999999
mp-991395,CeBi,-0.7806058474999995
mp-656859,FePH5CO8,-1.2433841294497023
mp-568059,LuBi,-0.7177137824999997
mp-1068954,Tb2BiO2,-2.9739528268333326
mp-765512,Li2CuF5,-2.4072455513687503
mp-706279,Li2ZrFe(PO4)3,-2.6729936279887228
mp-675048,Sr3Nd4O9,-3.269792227265625
mp-979264,Te6RhCl3,-0.5718376659780002
mp-863667,Er2TlAg,-0.3399580462500005
mp-20970,NaMnSb,-0.13583499666666654
mp-25127,Lu2V2O7,-3.2710615853409086
mp-997039,AgPdO2,-0.6552262281249996
mp-625415,Tb(HO)3,-2.3178511204204773
mp-1023325,LaMg6Al,-0.013643252500000091
mp-569604,SbH18C3(NCl2)3,-0.7327877598987088
mp-18823,K2BaCo(NO2)6,-1.3364905199672732
mp-764784,LiFeSiO4,-2.577358675
mp-23409,Pr12C6I17,-1.1475869969999994
mp-1094163,LaMg2,-0.009075869166666806
mp-356,Nd2Co17,-0.04693019289473754
mp-997051,PdAuO2,-0.5804441106249998
mp-851049,LiV4OF11,-3.100828739667058
mp-862742,Pm2ZnGe,-0.5295213937500001
mp-532249,Na11Ti10O21,-2.7685110798313484
mp-20372,Ce,0.04128257500000032
mp-720217,K3Ca2Mg10Si16(HO12)4,-2.583267743788916
mp-1073587,MgSi2,0.2211811516666664
mp-2642,CdAg,-0.07586031249999993
mp-22375,In2S3,-0.9242441964375004
mp-781976,Li2CuF5,-2.4473485782437505
mp-779916,Li2CuPO4,-2.308924587261904
mp-1071208,LaAl2BOs2,-0.5366928994444441
mvc-3637,Zn2W3O8,-1.6647442207692298
mp-24811,KTiH2S2O9,-2.2151153388854445
mp-849951,Li2Fe4OF8,-2.6579992843846667
mp-558071,RbS,-1.2431376295312502
mp-652068,KS2N(O2F)2,-1.9193938080385
mp-1033159,Mg6AlVO8,-2.765316754375
mp-774723,CuH12C3SN6O7,-0.9677470807677498
mp-1094174,LaMg3,-0.13518670375000008
mp-777023,Ti3CrSn2(PO4)6,-2.8023791096825392
mp-4779,Li2B4O7,-2.818847479455129
mp-697827,Co3(P2O7)2,-2.198069210708616
mp-763078,FeOF,-2.2252218032207414
mp-570463,TaCo2,-0.2154105312500008
mp-15599,K2Ca2(SO4)3,-2.648764411036184
mp-1080524,LaAl5Ni2,-0.609890309999999
mp-763162,FeOF,-2.1940853663688893
mp-865525,YCdHg2,-0.3781399068750002
mp-770384,RbFeO2,-1.722330075624999
mvc-691,AlTe(WO4)2,-2.0813996041666663
mp-22210,Co2As,0.05474589611111074
mp-22505,GdAl3Pd2,-0.841714788333333
mp-12315,DyBO3,-3.5435745434166668
mp-778800,LiMnF3,-2.991913414906002
mp-18973,CoSe2O5,-1.2988384094921877
mp-30814,Zr9Ni11,-0.3775208855000001
mp-776761,LiCr(SO4)2,-2.2001268373437504
mvc-14963,Ca(NiO2)2,-1.451821202857143
mp-770038,Li2VBO4,-2.520151288958333
mp-9582,Yb(ZnP)2,-0.7456069132380957
mp-22131,SmGa4Co,-0.5019536287500005
mp-22631,Co2N,-0.05590330579333388
mp-21799,Ta5P3,-0.7607445172544641
mp-19165,BaFe(Si2O5)2,-3.1443335740625
mvc-4227,Zn3Sn2(GeO4)3,-1.7855701428750002
mp-10581,Nd(AlGe)2,-0.4415175734999998
mp-561385,SrTeO3,-2.3943687642500007
mp-22816,TbGeRh,-0.9770465811111121
mp-1022722,Bi3O2,-0.9757225575
mp-7225,CeAl2Pt3,-1.0280501416666656
mp-11082,CeCdAu,-0.5436506327777779
mp-569533,HgH10C3I3N,-0.35154569131000024
mp-7877,Sr(CuSi)2,-0.3543394559999996
mp-560626,Ba2Ni7F18,-2.5958353737562962
mvc-610,BaTi4O8,-3.257888348205128
mp-476,Ge3N4,-0.15210186564571362
mp-17322,SrCu2SnS4,-1.1106755018229169
mp-601273,Sc,0.13002645166666582
mp-17677,Nb9PO25,-3.0322652534098653
mp-9983,Ta2Se3,-0.7337477331562496
mp-625711,MoH4O5,-1.4395239625729999
mvc-15834,CaNiF6,-2.5329809471425007
mp-21330,EuAgAs,-0.7862192333333342
mp-570050,Yb2Sn,-0.6561751033333335
mp-4657,Li5GaO4,-2.226273056
mp-1065340,W,0.50045392
mp-650475,Na3Li3V2F12,-3.1965151864640005
mp-1038688,BaSrMg30O32,-2.9254405078125
mp-761945,Li3V3P8O29,-2.5350968797909745
mp-865572,CeAu3,-0.58247784875
mp-1076128,Ca7Mg(CoO3)8,-1.8806711490000003
mp-555184,SmTiClO3,-3.5208624618627784
mp-30430,Ba10Ga,0.05950676409090925
mp-504923,V2Zn4O9,-2.059098000083333
mp-26851,Li2CuPO4,-2.3201193860119043
mp-19957,LaGeBO5,-3.018811352239583
mp-771379,LiCrBO3,-2.4464822284027767
mp-763647,Li2FeP4O13,-2.4855747826815486
mvc-8396,ZnCr2O5,-1.796184873281249
mp-568529,PrMg2Ni9,-0.2428750449999993
mp-559895,ErCuTe2BrO6,-1.924943343409091
mp-756299,Li4HfO4,-2.7726979911111105
mp-771854,Li4Cr5Co3O16,-1.935443601785714
mp-1003549,LiMn16O32,-1.8427127580685716
mp-13074,LuNiPb,-0.40385431444444464
mp-566298,Sr2UFeO6,-3.2306624222500004
mp-565717,PbWO4,-2.0222145387499992
mp-740746,NaH2BrO5,-0.8048076137211113
mp-568184,Lu(BRu)4,-0.4962703160185195
mp-22952,CeClO,-3.3995612931700014
mp-686697,Na3Sr4Nd3Ti10O30,-3.476823824033333
mp-1032522,Mg6FeSiO8,-2.535597568125
mp-685901,K4Pt2I9,-0.8181731661333334
mp-1096219,MgGePd2,1.2990620112499998
mvc-13858,YAgO3,-2.1118004832499997
mp-773200,LiVB2O5,-2.6676650257870382
mp-22868,BiRh,0.1388427175000002
mp-19072,Si(NiO2)2,-1.9550722821428568
mp-764677,LiFe4(BO3)4,-2.3245091646031746
mp-504372,Ni6P7O24,-2.1354763546396405
mp-1021292,KMg6Cd,0.13821709937500004
mp-862671,ThF4,-4.425946093618666
mp-31915,Mn(PbO2)2,-1.6604585665657143
mp-775017,Fe3Ni(PO4)4,-2.2673224780158727
mp-28772,SbSCl9,-0.9977313157638638
mp-1097162,Cs2AuBr,-0.6712205974999998
mp-764118,Li3V3P8O29,-2.535547842000277
mp-776225,Hf2N2O,-2.547409729202
mp-11245,HoAu,-0.8715785524999999
mp-863737,Ho3In,-0.2704441962499997
mp-675792,Ga2HgTe4,-0.2584696067857141
mp-764020,V6O5F19,-2.7583077517953343
mp-752477,K3NaFeCl6,-1.8681129513236363
mp-23163,CsBi2,-0.28603428166666706
