Unnamed: 0,Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom)
1251,Pr8Mg1Fe7O24,Pr,,,Mg,Fe,,O,4,0.0,-2.488289155
1252,Pr8Mg1Ga7O24,Pr,,,Mg,Ga,,O,4,82.66465971,-2.227341098
1253,Pr8Mg1Mn7O24,Pr,,,Mg,Mn,,O,4,0.0,-2.53347223
1254,Pr8Mg1Ni7O24,Pr,,,Mg,Ni,,O,4,0.0,-2.158396423
1255,Pr8Mg1Sc7O24,Pr,,,Mg,Sc,,O,4,51.75595534,-2.977126649
1256,Pr8Mg1Ti7O24,Pr,,,Mg,Ti,,O,4,17.71877028,-2.772929268
1257,Pr8Mg1V7O24,Pr,,,Mg,V,,O,4,0.0,-2.782531969
1258,Pr8Mg2Co6O24,Pr,,,Mg,Co,,O,4,0.0,-2.244308545
1259,Pr8Mg2Cr6O24,Pr,,,Mg,Cr,,O,4,0.0,-2.692390091
1260,Pr8Mg2Fe6O24,Pr,,,Mg,Fe,,O,4,0.0,-2.487173007
1261,Pr8Mg2Ga6O24,Pr,,,Mg,Ga,,O,4,110.0520061,-2.227164959
1262,Pr8Mg2Mn6O24,Pr,,,Mg,Mn,,O,4,0.0,-2.548548858
1263,Pr8Mg2Ni6O24,Pr,,,Mg,Ni,,O,4,0.0,-2.201619701
1265,Pr8Mg2Ti6O24,Pr,,,Mg,Ti,,O,4,0.0,-2.806492854
1267,Pr8Mg4Co4O24,Pr,,,Mg,Co,,O,4,0.0,-2.324491072
1268,Pr8Mg4Cr4O24,Pr,,,Mg,Cr,,O,4,0.0,-2.644188102
1269,Pr8Mg4Fe4O24,Pr,,,Mg,Fe,,O,4,0.0,-2.501720963
1270,Pr8Mg4Ga4O24,Pr,,,Mg,Ga,,O,4,157.1583264,-2.226499431
1271,Pr8Mg4Mn4O24,Pr,,,Mg,Mn,,O,4,0.0,-2.589963113
1272,Pr8Mg4Ni4O24,Pr,,,Mg,Ni,,O,4,0.0,-2.285130509
1273,Pr8Mg4Sc4O24,Pr,,,Mg,Sc,,O,4,140.51500990000002,-2.639734674
1274,Pr8Mg4Ti4O24,Pr,,,Mg,Ti,,O,4,5.435506125,-2.813690278
1276,Pr8Mn1Co7O24,Pr,,,Mn,Co,,O,4,26.23033875,-1.815721029
1277,Pr8Mn1Cr7O24,Pr,,,Mn,Cr,,O,4,0.0,-2.273314707
1278,Pr8Mn1Fe7O24,Pr,,,Mn,Fe,,O,4,48.10016777,-2.049507027
1279,Pr8Mn1Ga7O24,Pr,,,Mn,Ga,,O,4,54.66615752,-2.20763547
1280,Pr8Mn1Ni7O24,Pr,,,Mn,Ni,,O,4,91.34499746,-1.575413545
1281,Pr8Mn1V7O24,Pr,,,Mn,V,,O,4,7.565641782,-2.340342841
1282,Pr8Mn2Co6O24,Pr,,,Mn,Co,,O,4,29.3008151,-1.86018929
1285,Pr8Mn2Ga6O24,Pr,,,Mn,Ga,,O,4,58.73687405,-2.1910534530000003
1286,Pr8Mn2Ni6O24,Pr,,,Mn,Ni,,O,4,60.72512971,-1.678599696
1288,Pr8Mn4Co4O24,Pr,,,Mn,Co,,O,4,0.0,-1.98915206
1289,Pr8Mn4Cr4O24,Pr,,,Mn,Cr,,O,4,21.517473100000004,-2.197713091
1290,Pr8Mn4Fe4O24,Pr,,,Mn,Fe,,O,4,52.0549201,-2.078601702
1291,Pr8Mn4Ga4O24,Pr,,,Mn,Ga,,O,4,58.3323071,-2.166435419
1292,Pr8Mn4Ni4O24,Pr,,,Mn,Ni,,O,4,0.0,-1.886328498
1293,Pr8Mn4V4O24,Pr,,,Mn,V,,O,4,42.18752247,-2.2571939530000003
1294,Pr8Mn6Co2O24,Pr,,,Mn,Co,,O,4,45.2879705,-2.034357081
1295,Pr8Mn6Cr2O24,Pr,,,Mn,Cr,,O,4,31.35144814,-2.165625096
1296,Pr8Mn6Fe2O24,Pr,,,Mn,Fe,,O,4,44.32442164,-2.108365152
1297,Pr8Mn6Ni2O24,Pr,,,Mn,Ni,,O,4,18.9559087,-2.01063405
1298,Pr8Mn7Co1O24,Pr,,,Mn,Co,,O,4,41.29569684,-2.085888092
1299,Pr8Mn7Cr1O24,Pr,,,Mn,Cr,,O,4,34.25106067,-2.151598474
1300,Pr8Mn7Fe1O24,Pr,,,Mn,Fe,,O,4,40.76042242,-2.122945627
1301,Pr8Mn7Ni1O24,Pr,,,Mn,Ni,,O,4,65.03154095,-2.037124701
1302,Pr8Mn8O24,Pr,,,Mn,,,O,3,39.20792319,-2.135514602
1303,Pr8Ni8O24,Pr,,,Ni,,,O,3,120.5966152,-1.473595644
1304,Pr8Sc4Co4O24,Pr,,,Sc,Co,,O,4,42.90406645,-2.410182371
1305,Pr8Sc4Cr4O24,Pr,,,Sc,Cr,,O,4,0.0,-2.696375652
1306,Pr8Sc4Fe4O24,Pr,,,Sc,Fe,,O,4,28.72421875,-2.5704512630000003
1308,Pr8Sc4Ni4O24,Pr,,,Sc,Ni,,O,4,110.7169429,-2.242259309
1309,Pr8Sc6Co2O24,Pr,,,Sc,Co,,O,4,36.35679348,-2.746066547
1310,Pr8Sc6Cr2O24,Pr,,,Sc,Cr,,O,4,10.35277113,-2.889402063
1311,Pr8Sc6Fe2O24,Pr,,,Sc,Fe,,O,4,27.59599463,-2.827871868
1312,Pr8Sc6Mn2O24,Pr,,,Sc,Mn,,O,4,42.74924617,-2.834751568
1313,Pr8Sc6Ni2O24,Pr,,,Sc,Ni,,O,4,71.67773168,-2.660690516
1314,Pr8Sc7Co1O24,Pr,,,Sc,Co,,O,4,31.16453199,-2.915927261
1315,Pr8Sc7Cr1O24,Pr,,,Sc,Cr,,O,4,17.67339581,-2.988084143
1316,Pr8Sc7Fe1O24,Pr,,,Sc,Fe,,O,4,25.71300756,-2.9579010460000004
1317,Pr8Sc7Mn1O24,Pr,,,Sc,Mn,,O,4,33.67375834,-2.960956771
1318,Pr8Sc7Ni1O24,Pr,,,Sc,Ni,,O,4,47.24337609,-2.87482087
1319,Pr8Sc8O24,Pr,,,Sc,,,O,3,23.6410205,-3.088119224
1320,Pr8Ti4Co4O24,Pr,,,Ti,Co,,O,4,14.00114963,-2.457010725
1321,Pr8Ti4Cr4O24,Pr,,,Ti,Cr,,O,4,49.42529029,-2.547046755
1322,Pr8Ti4Fe4O24,Pr,,,Ti,Fe,,O,4,19.80860463,-2.518952616
1324,Pr8Ti4Ni4O24,Pr,,,Ti,Ni,,O,4,23.22818913,-2.368624162
1325,Pr8Ti6Co2O24,Pr,,,Ti,Co,,O,4,137.8819392,-2.624956828
1326,Pr8Ti6Cr2O24,Pr,,,Ti,Cr,,O,4,95.49667394,-2.667342093
1328,Pr8Ti6Mn2O24,Pr,,,Ti,Mn,,O,4,80.68941837,-2.682149349
1329,Pr8Ti6Ni2O24,Pr,,,Ti,Ni,,O,4,178.1377204,-2.584701047
1330,Pr8Ti7Co1O24,Pr,,,Ti,Co,,O,4,94.05845519,-2.68828038
1331,Pr8Ti7Cr1O24,Pr,,,Ti,Cr,,O,4,57.60884947,-2.714388262
1332,Pr8Ti7Fe1O24,Pr,,,Ti,Fe,,O,4,85.89085769,-2.697841915
1333,Pr8Ti7Mn1O24,Pr,,,Ti,Mn,,O,4,68.90928714,-2.70867839
1334,Pr8Ti7Ni1O24,Pr,,,Ti,Ni,,O,4,125.2153697,-2.659869989
1335,Pr8Ti8O24,Pr,,,Ti,,,O,3,32.611025,-2.7485444310000005
1336,Pr8V4Co4O24,Pr,,,V,Co,,O,4,69.00741775,-2.124383161
1337,Pr8V4Cr4O24,Pr,,,V,Cr,,O,4,0.0,-2.329609192
1338,Pr8V4Fe4O24,Pr,,,V,Fe,,O,4,26.1974495,-2.201067803
1339,Pr8V4Ni4O24,Pr,,,V,Ni,,O,4,103.7439688,-2.050066849
1340,Pr8V6Co2O24,Pr,,,V,Co,,O,4,54.06078892,-2.238717607
1341,Pr8V6Cr2O24,Pr,,,V,Cr,,O,4,0.0,-2.3510298730000003
1342,Pr8V6Fe2O24,Pr,,,V,Fe,,O,4,5.206718172,-2.287571678
1343,Pr8V6Ni2O24,Pr,,,V,Ni,,O,4,73.75357017,-2.219024826
1344,Pr8V7Co1O24,Pr,,,V,Co,,O,4,11.27808202,-2.313318081
1345,Pr8V7Cr1O24,Pr,,,V,Cr,,O,4,0.0,-2.362349713
1346,Pr8V7Fe1O24,Pr,,,V,Fe,,O,4,0.0,-2.328584366
1347,Pr8V7Ni1O24,Pr,,,V,Ni,,O,4,44.54672265,-2.28004944
1348,Pr8V8O24,Pr,,,V,,,O,3,0.0,-2.384935304
1349,Sm2Y6Co8O24,Sm,Y,,Co,,,O,4,53.28563087,-1.844419716
1350,Sm2Y6Cr8O24,Sm,Y,,Cr,,,O,4,9.319248469,-2.381583277
1351,Sm2Y6Fe8O24,Sm,Y,,Fe,,,O,4,29.91570663,-2.117414499
1352,Sm2Y6Ga8O24,Sm,Y,,Ga,,,O,4,77.23771408,-2.303766184
1353,Sm2Y6Mn8O24,Sm,Y,,Mn,,,O,4,42.38549807,-2.209699799
1354,Sm2Y6Ni8O24,Sm,Y,,Ni,,,O,4,82.58263368,-1.614902341
1356,Sm2Y6Ti8O24,Sm,Y,,Ti,,,O,4,45.32728206,-2.836512628
1357,Sm2Y6V8O24,Sm,Y,,V,,,O,4,0.0,-2.513207001
1359,Sm4Y4Cr8O24,Sm,Y,,Cr,,,O,4,2.550441438,-2.366981344
1360,Sm4Y4Fe8O24,Sm,Y,,Fe,,,O,4,37.78468525,-2.103792316
1361,Sm4Y4Ga8O24,Sm,Y,,Ga,,,O,4,82.90154417,-2.289892501
1362,Sm4Y4Mn8O24,Sm,Y,,Mn,,,O,4,44.40936128,-2.196683366
1363,Sm4Y4Ni8O24,Sm,Y,,Ni,,,O,4,75.67939565,-1.6083919080000002
1364,Sm4Y4Sc8O24,Sm,Y,,Sc,,,O,4,31.26186719,-3.144821738
1365,Sm4Y4Ti8O24,Sm,Y,,Ti,,,O,4,50.02751813,-2.824640445
1366,Sm4Y4V8O24,Sm,Y,,V,,,O,4,0.0,-2.5069135680000003
1368,Sn4Pr4Ni8O24,Sn,Pr,,Ni,,,O,4,232.4540109,-1.056475793
1369,Sr2La6Co8O24,Sr,La,,Co,,,O,4,33.13845536,-1.697041725
1370,Sr2La6Cr8O24,Sr,La,,Cr,,,O,4,0.0,-2.278545536
1371,Sr2La6Fe8O24,Sr,La,,Fe,,,O,4,0.0,-2.032394758
1372,Sr2La6Ga8O24,Sr,La,,Ga,,,O,4,75.38976676,-2.171130443
1373,Sr2La6Mn8O24,Sr,La,,Mn,,,O,4,32.14395136,-2.086709808
1374,Sr2La6Ni8O24,Sr,La,,Ni,,,O,4,155.7928691,-1.3647396
1375,Sr2La6Sc8O24,Sr,La,,Sc,,,O,4,11.93148749,-3.02382593
1376,Sr2La6Ti8O24,Sr,La,,Ti,,,O,4,7.378966986,-2.857173637
1379,Sr2Pr6Cr8O24,Sr,Pr,,Cr,,,O,4,12.16553242,-2.161769337
1380,Sr2Pr6Fe8O24,Sr,Pr,,Fe,,,O,4,48.37559255,-1.913998059
1381,Sr2Pr6Ga8O24,Sr,Pr,,Ga,,,O,4,135.99188519999998,-2.052149994
1382,Sr2Pr6Mn8O24,Sr,Pr,,Mn,,,O,4,28.24964357,-2.034456609
1383,Sr2Pr6Ni8O24,Sr,Pr,,Ni,,,O,4,152.4294293,-1.314848901
1384,Sr2Pr6Sc8O24,Sr,Pr,,Sc,,,O,4,63.31725662,-2.918404981
1385,Sr2Pr6Ti8O24,Sr,Pr,,Ti,,,O,4,0.0,-2.782040689
1386,Sr2Pr6V8O24,Sr,Pr,,V,,,O,4,0.0,-2.311452811
1387,Sr2Y6Co8O24,Sr,Y,,Co,,,O,4,72.67252036,-1.691783311
1389,Sr2Y6Fe8O24,Sr,Y,,Fe,,,O,4,49.2018258,-1.963041344
1390,Sr2Y6Ga8O24,Sr,Y,,Ga,,,O,4,152.1549455,-2.108881779
1391,Sr2Y6Mn8O24,Sr,Y,,Mn,,,O,4,48.24004019,-2.0782356440000003
1392,Sr2Y6Ni8O24,Sr,Y,,Ni,,,O,4,123.2331841,-1.431574936
1393,Sr2Y6Sc8O24,Sr,Y,,Sc,,,O,4,80.17227524,-2.971230766
1395,Sr2Y6V8O24,Sr,Y,,V,,,O,4,0.0,-2.417262596
1396,Sr4Ba4Co4Ni4O24,Sr,Ba,,Co,Ni,,O,5,220.161511,-0.982426623
1397,Sr4Ba4Co6Ni2O24,Sr,Ba,,Co,Ni,,O,5,170.62748100000005,-1.089768654
1398,Sr4Ba4Co7Ni1O24,Sr,Ba,,Co,Ni,,O,5,155.6946369,-1.129729045
1399,Sr4Ba4Fe1Co7O24,Sr,Ba,,Fe,Co,,O,5,129.6077796,-1.214000471
1400,Sr4Ba4Fe1Ni7O24,Sr,Ba,,Fe,Ni,,O,5,237.9927149,-0.866270487
1401,Sr4Ba4Fe2Co6O24,Sr,Ba,,Fe,Co,,O,5,118.1032664,-1.258662006
1402,Sr4Ba4Fe2Ni6O24,Sr,Ba,,Fe,Ni,,O,5,223.8166994,-0.950203413
1403,Sr4Ba4Mn1Co7O24,Sr,Ba,,Mn,Co,,O,5,126.70082240000002,-1.236495696
1404,Sr4Ba4Mn1Ni7O24,Sr,Ba,,Mn,Ni,,O,5,255.4789831,-0.872192462
1405,Sr4Ba4Mn2Co6O24,Sr,Ba,,Mn,Co,,O,5,130.3903521,-1.285551457
1407,Sr4Ba4Mn4Co4O24,Sr,Ba,,Mn,Co,,O,5,133.9547258,-1.3826864769999998
1408,Sr4Ba4Mn4Ni4O24,Sr,Ba,,Mn,Ni,,O,5,199.0023455,-1.201021165
1409,Sr4Ba4Mn6Co2O24,Sr,Ba,,Mn,Co,,O,5,141.53522969999997,-1.474319998
1410,Sr4Ba4Mn6Fe2O24,Sr,Ba,,Mn,Fe,,O,5,122.4316702,-1.553269819
1411,Sr4Ba4Mn6Ni2O24,Sr,Ba,,Mn,Ni,,O,5,177.7521679,-1.388047967
1412,Sr4Ba4Mn7Co1O24,Sr,Ba,,Mn,Co,,O,5,144.70871259999996,-1.516378259
1413,Sr4Ba4Mn7Fe1O24,Sr,Ba,,Mn,Fe,,O,5,129.34261740000002,-1.561465294
1414,Sr4Ba4Mn7Ni1O24,Sr,Ba,,Mn,Ni,,O,5,156.13605669999995,-1.479923368
1415,Sr4Ba4Ni4Co4O24,Sr,Ba,,Ni,Co,,O,5,222.246511,-0.980341623
1416,Sr4Ba4Ni6Co2O24,Sr,Ba,,Ni,Co,,O,5,273.6131793,-0.867818092
1418,Sr4Ca4Co4Ni4O24,Sr,Ca,,Co,Ni,,O,5,247.0050951,-1.004409652
1419,Sr4Ca4Co6Ni2O24,Sr,Ca,,Co,Ni,,O,5,208.6591569,-1.092810683
1420,Sr4Ca4Co7Ni1O24,Sr,Ca,,Co,Ni,,O,5,166.2128128,-1.160284574
1421,Sr4Ca4Co8O24,Sr,Ca,,Co,,,O,4,145.3104687,-1.206214465
1422,Sr4Ca4Fe1Co7O24,Sr,Ca,,Fe,Co,,O,5,143.5172055,-1.24116475
1423,Sr4Ca4Fe1Ni7O24,Sr,Ca,,Fe,Ni,,O,5,317.2055430000001,-0.880811516
1424,Sr4Ca4Fe2Co6O24,Sr,Ca,,Fe,Co,,O,5,156.1854423,-1.261653535
1426,Sr4Ca4Fe4Co4O24,Sr,Ca,,Fe,Co,,O,5,144.1111659,-1.340041856
1427,Sr4Ca4Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,244.7175423,-1.139325294
1428,Sr4Ca4Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,141.96565959999995,-1.406944177
1429,Sr4Ca4Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,191.31459630000003,-1.310076896
1430,Sr4Ca4Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,140.3647815,-1.440923462
1431,Sr4Ca4Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,163.497124,-1.395300322
1432,Sr4Ca4Fe8O24,Sr,Ca,,Fe,,,O,4,138.5829033,-1.475083748
1433,Sr4Ca4Mn1Co7O24,Sr,Ca,,Mn,Co,,O,5,130.5589983,-1.273711225
1434,Sr4Ca4Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,137.369485,-1.495301473
1435,Sr4Ca4Mn1Ni7O24,Sr,Ca,,Mn,Ni,,O,5,323.6341506,-0.894837491
1436,Sr4Ca4Mn2Co6O24,Sr,Ca,,Mn,Co,,O,5,149.64777800000005,-1.307367736
1437,Sr4Ca4Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,135.3693166,-1.516305948
1438,Sr4Ca4Mn2Ni6O24,Sr,Ca,,Mn,Ni,,O,5,305.4145078,-0.999078892
1439,Sr4Ca4Mn4Co4O24,Sr,Ca,,Mn,Co,,O,5,140.26518180000002,-1.4129125059999998
1440,Sr4Ca4Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,121.6924192,-1.560998898
1441,Sr4Ca4Mn4Ni4O24,Sr,Ca,,Mn,Ni,,O,5,240.5765582,-1.212490944
1442,Sr4Ca4Mn6Co2O24,Sr,Ca,,Mn,Co,,O,5,141.9211013,-1.505864027
1443,Sr4Ca4Mn6Fe2O24,Sr,Ca,,Mn,Fe,,O,5,131.977595,-1.5805643480000002
1444,Sr4Ca4Mn6Ni2O24,Sr,Ca,,Mn,Ni,,O,5,185.8070395,-1.411922996
1445,Sr4Ca4Mn7Co1O24,Sr,Ca,,Mn,Co,,O,5,154.6418111,-1.5404470380000002
1446,Sr4Ca4Mn7Fe1O24,Sr,Ca,,Mn,Fe,,O,5,135.40893300000002,-1.592058323
1448,Sr4Ca4Mn8O24,Sr,Ca,,Mn,,,O,4,136.8085209,-1.605584048
1449,Sr4Ca4Ni4Co4O24,Sr,Ca,,Ni,Co,,O,5,250.9958451,-1.000418902
1450,Sr4Ca4Ni6Co2O24,Sr,Ca,,Ni,Co,,O,5,315.5148751000001,-0.878091871
1451,Sr4Ca4Ni7Co1O24,Sr,Ca,,Ni,Co,,O,5,329.0428343000001,-0.83398548
1452,Sr4Ca4Ni8O24,Sr,Ca,,Ni,,,O,4,335.3212934,-0.79712859
1453,Sr4Ca4V8O24,Sr,Ca,,V,,,O,4,66.99094092,-2.0970575
1454,Sr4Dy4V8O24,Sr,Dy,,V,,,O,4,183.4755188,-2.149077693
1455,Sr4Gd4V8O24,Sr,Gd,,V,,,O,4,290.2215711,-2.016190486
1456,Sr4Ho4V8O24,Sr,Ho,,V,,,O,4,197.6100666,-2.137145585
1457,Sr4La1Mn8Zn3O24,Sr,La,Zn,Mn,,,O,5,172.0405389,-1.380868688
1458,Sr4La1Zn3Co8O24,Sr,La,Zn,Co,,,O,5,229.7224521,-0.961832605
1459,Sr4La1Zn3Fe8O24,Sr,La,Zn,Fe,,,O,5,227.9140687,-1.221699388
1460,Sr4La1Zn3Ni8O24,Sr,La,Zn,Ni,,,O,5,381.1078068,-0.58366548
1461,Sr4La4Co8O24,Sr,La,,Co,,,O,4,45.21596181,-1.549726249
1462,Sr4La4Cr8O24,Sr,La,,Cr,,,O,4,4.514301375,-2.13181106
1464,Sr4La4Ga8O24,Sr,La,,Ga,,,O,4,135.1680126,-1.987260217
1465,Sr4La4Mn8O24,Sr,La,,Mn,,,O,4,39.24127519,-1.953616583
1466,Sr4La4Ni8O24,Sr,La,,Ni,,,O,4,194.2685366,-1.181598624
1467,Sr4La4Sc8O24,Sr,La,,Sc,,,O,4,49.36322998,-2.838344454
1468,Sr4La4Ti8O24,Sr,La,,Ti,,,O,4,0.0,-2.844544162
1469,Sr4La4V8O24,Sr,La,,V,,,O,4,23.66260283,-2.297691784
1470,Sr4Mg4V8O24,Sr,Mg,,V,,,O,4,283.0931277,-1.808367507
1471,Sr4Nd4V8O24,Sr,Nd,,V,,,O,4,87.12994833,-2.205066673
1472,Sr4Pr4Co8O24,Sr,Pr,,Co,,,O,4,64.97491856,-1.494464534
1473,Sr4Pr4Cr8O24,Sr,Pr,,Cr,,,O,4,54.46754183,-2.029663595
1474,Sr4Pr4Fe8O24,Sr,Pr,,Fe,,,O,4,58.54651811,-1.779610067
1476,Sr4Pr4Mn8O24,Sr,Pr,,Mn,,,O,4,34.01111394,-1.916678867
1477,Sr4Pr4Ni8O24,Sr,Pr,,Ni,,,O,4,195.4429933,-1.1449214090000002
1479,Sr4Pr4Ti8O24,Sr,Pr,,Ti,,,O,4,0.0,-2.7964934460000004
1480,Sr4Pr4V8O24,Sr,Pr,,V,,,O,4,0.53176639,-2.249356569
1481,Sr4Sm4Co8O24,Sr,Sm,,Co,,,O,4,83.91719575,-1.5070481080000002
1482,Sr4Sm4V8O24,Sr,Sm,,V,,,O,4,95.30504358,-2.186109143
1484,Sr4Y4Cr8O24,Sr,Y,,Cr,,,O,4,93.06800775,-2.054721035
1485,Sr4Y4Fe8O24,Sr,Y,,Fe,,,O,4,70.76592361,-1.800637007
1486,Sr4Y4Ga8O24,Sr,Y,,Ga,,,O,4,221.768007,-1.911091692
1487,Sr4Y4Mn8O24,Sr,Y,,Mn,,,O,4,52.55044553,-1.937323057
1488,Sr4Y4Ni8O24,Sr,Y,,Ni,,,O,4,157.6117466,-1.241105849
1489,Sr4Y4Sc8O24,Sr,Y,,Sc,,,O,4,120.8658401,-2.782923429
1490,Sr4Y4Ti8O24,Sr,Y,,Ti,,,O,4,22.8817925,-2.812830636
1491,Sr4Y4V8O24,Sr,Y,,V,,,O,4,0.0,-2.325381509
1492,Sr6Ca2Co8O24,Sr,Ca,,Co,,,O,4,111.0667217,-1.226928882
1494,Sr6Ca2Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,216.1221946,-1.153387211
1495,Sr6Ca2Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,115.5943926,-1.421343344
1496,Sr6Ca2Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,162.41908080000005,-1.324463563
1497,Sr6Ca2Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,117.1405144,-1.452175629
1498,Sr6Ca2Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,135.95548269999998,-1.4096014890000002
1499,Sr6Ca2Fe8O24,Sr,Ca,,Fe,,,O,4,112.2873863,-1.489407165
1500,Sr6Ca2Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,110.8647179,-1.50983414
1501,Sr6Ca2Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,109.2972995,-1.530405865
1502,Sr6Ca2Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,98.78441841,-1.574746065
1503,Sr6Ca2Mn8O24,Sr,Ca,,Mn,,,O,4,113.5014987,-1.616491965
1504,Sr6Ca2Ni8O24,Sr,Ca,,Ni,,,O,4,298.2457074,-0.811247507
1505,Sr6Ca2V8O24,Sr,Ca,,V,,,O,4,56.51132963,-2.111453167
1506,Sr6Dy2V8O24,Sr,Dy,,V,,,O,4,44.18158824,-2.1937763880000003
1507,Sr6Gd2V8O24,Sr,Gd,,V,,,O,4,36.36673937,-2.18852066
1508,Sr6Hf2Mn6Zn2O24,Sr,Zn,,Mn,Hf,,O,5,142.48339280000005,-1.749762122
1509,Sr6Hf2Zn2Co6O24,Sr,Zn,,Co,Hf,,O,5,190.0020715,-1.42981531
1510,Sr6Hf2Zn2Fe6O24,Sr,Zn,,Fe,Hf,,O,5,196.0958763,-1.616899022
1511,Sr6Hf2Zn2Ni6O24,Sr,Zn,,Ni,Hf,,O,5,350.0195967,-1.0965552159999998
1512,Sr6Ho2V8O24,Sr,Ho,,V,,,O,4,46.91723712,-2.192141959
1513,Sr6La2V8O24,Sr,La,,V,,,O,4,27.13300524,-2.205225559
1514,Sr6Mg2V8O24,Sr,Mg,,V,,,O,4,118.9471195,-2.01866992
1515,Sr6Mn6Nb2Zn2O24,Sr,Zn,,Mn,Nb,,O,5,125.0812349,-1.688405758
1516,Sr6Mn8Zn2O24,Sr,Zn,,Mn,,,O,4,153.89927649999996,-1.406443844
1517,Sr6Nb2Zn2Co6O24,Sr,Zn,,Co,Nb,,O,5,166.6993889,-1.386161446
1518,Sr6Nb2Zn2Fe6O24,Sr,Zn,,Fe,Nb,,O,5,158.791749,-1.583172408
1520,Sr6Nd2V8O24,Sr,Nd,,V,,,O,4,25.29305299,-2.192486628
1521,Sr6Pr2V8O24,Sr,Pr,,V,,,O,4,4.457962022,-2.192167576
1522,Sr6Sm2V8O24,Sr,Sm,,V,,,O,4,19.16672562,-2.193221738
1523,Sr6Ta2Mn6Zn2O24,Sr,Zn,,Mn,Ta,,O,5,125.7761021,-1.744167605
1524,Sr6Ta2Zn2Co6O24,Sr,Zn,,Co,Ta,,O,5,170.8283544,-1.4343917919999998
1525,Sr6Ta2Zn2Fe6O24,Sr,Zn,,Fe,Ta,,O,5,178.6698856,-1.640976755
1526,Sr6Ta2Zn2Ni6O24,Sr,Zn,,Ni,Ta,,O,5,302.9858626,-1.135673449
1527,Sr6Ti2Mn6Zn2O24,Sr,Zn,,Mn,Ti,,O,5,137.31640969999998,-1.689462677
1529,Sr6Ti2Zn2Fe6O24,Sr,Zn,,Fe,Ti,,O,5,187.7099145,-1.5604943269999998
1530,Sr6Ti2Zn2Ni6O24,Sr,Zn,,Ni,Ti,,O,5,335.5518793,-1.0552632709999998
1531,Sr6Y2V8O24,Sr,Y,,V,,,O,4,37.32259412,-2.193912421
1532,Sr6Zn2Co8O24,Sr,Zn,,Co,,,O,4,191.5116151,-0.998775261
1533,Sr6Zn2Fe8O24,Sr,Zn,,Fe,,,O,4,200.5045382,-1.248851294
1534,Sr6Zn2Ni8O24,Sr,Zn,,Ni,,,O,4,369.7801342,-0.587359136
1535,Sr6Zr2Mn6Zn2O24,Sr,Zn,,Mn,Zr,,O,5,125.7729607,-1.72858337
1536,Sr6Zr2Zn2Co6O24,Sr,Zn,,Co,Zr,,O,5,190.4608894,-1.3914673080000002
1537,Sr6Zr2Zn2Fe6O24,Sr,Zn,,Fe,Zr,,O,5,179.99544419999995,-1.59511027
1538,Sr6Zr2Zn2Ni6O24,Sr,Zn,,Ni,Zr,,O,5,319.7061646,-1.088979464
1539,Sr7Ca1V8O24,Sr,Ca,,V,,,O,4,37.14261864,-2.118521
1540,Sr7Dy1V8O24,Sr,Dy,,V,,,O,4,33.31987295,-2.157340486
1541,Sr7Gd1V8O24,Sr,Gd,,V,,,O,4,28.61719851,-2.155507872
1542,Sr7Ho1V8O24,Sr,Ho,,V,,,O,4,34.82219739,-2.156388771
1543,Sr7La1V8O24,Sr,La,,V,,,O,4,21.55620645,-2.166304446
1544,Sr7Mg1V8O24,Sr,Mg,,V,,,O,4,71.09076358,-2.069399127
1545,Sr7Mn8Zn1O24,Sr,Zn,,Mn,,,O,4,122.4870163,-1.516019113
1546,Sr7Nd1V8O24,Sr,Nd,,V,,,O,4,22.37923032,-2.158191981
1547,Sr7Pr1V8O24,Sr,Pr,,V,,,O,4,15.12993484,-2.154864205
1548,Sr7Sm1V8O24,Sr,Sm,,V,,,O,4,20.06194164,-2.157813661
1549,Sr7Y1V8O24,Sr,Y,,V,,,O,4,31.31275089,-2.155986127
1550,Sr7Zn1Co8O24,Sr,Zn,,Co,,,O,4,144.3677029,-1.11364278
1551,Sr7Zn1Fe8O24,Sr,Zn,,Fe,,,O,4,146.05982869999997,-1.373479313
1552,Sr7Zn1Ni8O24,Sr,Zn,,Ni,,,O,4,321.7950028,-0.700042905
1553,Sr8Al1V7O24,Sr,,,Al,V,,O,4,38.63286983,-2.169231706
