composition,Eg (eV)
TmFe2Si2,0.0
ScSnPd,0.0
TaAlPt,0.0
"Ba2UCuO6,139",0.0
Co2B4Mo,0.0
Li2MgIn,0.0
YCdPd2,0.0
UMn2Si2,0.0
Ge2Os,0.0
DyCoSi2,0.0
Na6FeS4,0.0
NbSi2,0.0
Te2Pd3,0.0
BaFe2S4,0.0
ScSbRh2,0.0
"Ti2Sb(PO4)3,167",0.0
Rb5W8O30,0.0
TmPd,0.0
Hf2ReRh,0.0
TbBe13,0.0
"LiCo(CO3)2,148",0.0
Zr2Co12P7,0.0
Ta2OsW,0.0
EuNi2As2,0.0
LuHfRu2,0.0
Sn3Pd,0.0
Ca6Ag16N,0.0
HfVSi,0.0
TmCu2Ge2,0.0
Na3Tl,0.0
"Te2Mo2WSe4,156",0.0
Ru3Cl,0.0
Nb5OF14,0.0
"LiBi2(PO4)3,15",0.0
ReF6,0.0
CaHfZn,0.0
SrMgIn3,0.0
"K2B10H9O,14",0.0
SiSb3,0.0
Sc8Te3,0.0
Fe12As5,0.0
"Ba2FeMoO6,225",0.0
"LiMnCuO4,74",0.0
La3NiBr3,0.0
"InFe2CuSe4,121",0.0
"Li3CrCo3O8,166",0.0
Ag3Pd,0.0
Al3Tc,0.0
"Li3Co(NiO2)4,12",0.0
NdIn3,0.0
CrCoPt2,0.0
Sm2RuAu,0.0
SrSb12Ru4,0.0
La2PC,0.0
Tm2Ru2O7,0.0
YbFe4Ge2,0.0
Sc6NiTe2,0.0
ZnSn3,0.0
"Li2Nb2(PO4)3,15",0.0
"YB2Rh2C,139",0.0
"Ba3NaIr2O9,194",0.0
Ce2Sb,0.0
BaTi4O8,0.0
AlPd5I2,0.0
SmMn2Ge2,0.0
PrCd,0.0
"Ce3MnAlS7,173",0.0
Zr5Sn4,0.0
Li7Ti7O16,0.0
Na15Sn4,0.0
ErAgSn,0.0
Dy5Pb3,0.0
Ba3Li4Sn8,0.0
Li6FeO6,0.0
NiP4O12,0.0
Sm2P3Pt6,0.0
Nd4Ge3Rh4,0.0
ErZn12,0.0
PtN,0.0
Ag3AsO4,0.0
Ca3In,0.0
LaCu6,0.0
PrFe2Si2,0.0
"Li3Ti3(PO4)4,4",0.0
Hf2Ge,0.0
Ti2ReRu,0.0
Cu8O,0.0
Sc3GaC,0.0
PrGe3,0.0
Hf2Co4P3,0.0
Tb3Si,0.0
"VNi5(PO4)6,146",0.0
TbGe2Pd2,0.0
TbTl,0.0
GdCd2,0.0
Ca3Al2Ge3,0.0
Al5Rh2,0.0
MgFe2S4,0.0
SmLuTl2,0.0
Ag7S2I2,0.0
TiI,0.0
LiCd2Rh,0.0
Lu5Si3B,0.0
"Cs2NaMnF6,166",0.0
KFe2As2,0.0
EuAl2Au2,0.0
HfZnNi2,0.0
InSiIr,0.0
Ta4FeTe4,0.0
CsMg149,0.0
Mg2MnN2,0.0
HoSi2Os2,0.0
"Li2Fe2(PO4)3,15",0.0
SrCe2S4,0.0
BaAu2,0.0
ErNi4Au,0.0
PrMn2Si2,0.0
ZrFe4Si2,0.0
P2O5,0.0
Hg3C,0.0
NdCr2Si2,0.0
Ca2GeN2,0.0
NaSn2,0.0
"TiCr3(PO4)6,146",0.0
Nd2Ru2O7,0.0
W2N,0.0
YbTbHg2,0.0
BMo,0.0
CsAgCl3,0.0
W2C,0.0
"Cs2NaCoF6,166",0.0
DyAl8Cu4,0.0
DyInPt2,0.0
TmSnRh,0.0
TmB2C,0.0
Ho3Pd2,0.0
La10Si8O3,0.0
Ce2Co5B2,0.0
Ca2Mn9O13,0.0
YbKSe2,0.0
BaTi14O28,0.0
Nb40N21O16,0.0
YbAgO2,0.0
TmGe2Ru2,0.0
"Ca3Cu2(ClO2)2,139",0.0
GeRh,0.0
TbGa2Co3,0.0
"LiCuPO4,63",0.0
Ni3Pt,0.0
Cu3Pd,0.0
Dy2Ni12P7,0.0
TmGe,0.0
AgAu3,0.0
CdAsPd5,0.0
GdSbPd,0.0
SrTl2,0.0
"Zr6Al2CoH10,190",0.0
NdAgAs2,0.0
Er2Fe14B,0.0
Ti2CuS4,0.0
Na8Hg3,0.0
"Te2Mo(WS2)3,156",0.0
Tm5Ge10Rh4,0.0
Mn2CoAs,0.0
ErNiSn,0.0
HfSi,0.0
Ce3Al12Ru4,0.0
Yb2ZnPb,0.0
Mg3Bi2,0.0
YCdHg2,0.0
USi3,0.0
Mn3NiN,0.0
NbPt2,0.0
TbAl3C3,0.0
LaPt5,0.0
AlCoO3,0.0
NaIrPb,0.0
Tb5Tl3,0.0
PrCo2As2,0.0
CsIr,0.0
Ce2CrN3,0.0
Rh7Pb3O15,0.0
TaPd3,0.0
AlVCo2,0.0
ScGa6Fe6,0.0
Sm4In21Pd10,0.0
CaMnSn,0.0
CeRh,0.0
GeAs3,0.0
HoTiSi,0.0
AgPdO2,0.0
EuP2Os2,0.0
Li2NdSb2,0.0
"Cu2H3ClO3,166",0.0
ThGe2Pd2,0.0
Nb3B2,0.0
V2ZnO4,0.0
YAl10Fe2,0.0
CaMgSn,0.0
TaRh3,0.0
Lu2Mo2C3,0.0
Dy2Ti3Si4,0.0
CeAl2Pd5,0.0
BeSiRu2,0.0
NdInCu,0.0
CaGaGe,0.0
NdSn2,0.0
MnAlAu2,0.0
K3Hg,0.0
TbSb2,0.0
Re3As7,0.0
ScCdAg2,0.0
TePd,0.0
MgInPd2,0.0
ZrRu3C,0.0
YAlPd,0.0
Mg10B16Ir19,0.0
Hf7P4,0.0
SbRh3,0.0
Ba4Nb14O23,0.0
MnBe2Co,0.0
Li5Bi4O12,0.0
"NdAl4Ge2Au,166",0.0
LuGaRh2,0.0
LiEr2Ga,0.0
SmCo2,0.0
IrPb,0.0
Ho2Co17,0.0
Sc2TlTc,0.0
TbH2,0.0
ScCrO4,0.0
Dy3MnB7,0.0
"Li3Ni3(PO4)4,4",0.0
Re2PbO6,0.0
Gd6Ta4Al43,0.0
Tb3FeB7,0.0
Ce3Al,0.0
CaCdPd2,0.0
VB2,0.0
CeIr5,0.0
EuAs2Pd2,0.0
Sc2GaAg,0.0
"Zn3Cu10(TeO6)6,1",0.0
Nd2Ge5Rh3,0.0
PmMgCd2,0.0
UPt3,0.0
Zr6Sb2Pt,0.0
YCr2Si2,0.0
Y3Si3Pd2,0.0
CeCu2Sb2,0.0
Sm2Cu4Sn5,0.0
Ti3SnC2,0.0
CuPtO2,0.0
B4W,0.0
ZrAu4,0.0
EuLi2Sn,0.0
MnTePd,0.0
LiLu2Pd,0.0
CaB2Ir2,0.0
Y3Tm,0.0
ErSi2Pd2,0.0
CeSi2Ni2,0.0
LaSi,0.0
Dy6FeTe2,0.0
In3Au10,0.0
Ho2Ge5Rh3,0.0
TmSiCu,0.0
"Sr2GaCo2O7,46",0.0
YBi,0.0
CeAl2Zn2,0.0
CeMgZn2,0.0
"Li4Cr3NiO8,2",0.0
BeSiOs2,0.0
GdO2,0.0
Ce2Sb3Pd9,0.0
ErB2Ru3,0.0
YTiO3,0.0
TmCdAg2,0.0
"Ce4FeSe6O,186",0.0
ThHg2,0.0
TbGa3,0.0
NaCuO,0.0
SnRh,0.0
Er3SnC,0.0
TmSi2Os2,0.0
NbRu2Cl,0.0
CaIn4Ir,0.0
HfPt,0.0
BTe2As,0.0
MnFeAs,0.0
TbMn6Ge6,0.0
"SrLaMn2O6,121",0.0
"Ce6B2(CBr)3,10",0.0
Be2W,0.0
Tm2IrPd,0.0
RbWO3,0.0
PmSbRh2,0.0
"LuNiBC,129",0.0
Ti2RuOs,0.0
Li4Fe9O18,0.0
SrPb3,0.0
"Li2U(MoO5)2,2",0.0
LiSiRh2,0.0
GdSi2Ru2,0.0
ZrSbRu,0.0
DyZnGa,0.0
SmCo3B2,0.0
Tb2C3,0.0
CaPrZn2,0.0
Pr6Fe13Si,0.0
Hg3Sb,0.0
TeMoSe,0.0
HoB2C2,0.0
LaP2Ru2,0.0
CaOsO3,0.0
TlNi,0.0
GaSiRu2,0.0
LuIr2,0.0
UAu2,0.0
V2RuOs,0.0
Hf2Si,0.0
Li14Ti21O48,0.0
Li4WO5,0.0
ThAl10Fe2,0.0
TbInIr,0.0
DySiIr,0.0
ReCl4,0.0
NiAgO2,0.0
CaTi4S8,0.0
PrErMg2,0.0
SrCo2P2,0.0
K11Mn4O16,0.0
MgCuSb,0.0
Li3FeS3,0.0
"Ba3ErRu2O9,194",0.0
"Cu4W(SCl)4,139",0.0
Lu2MgHg,0.0
"Sr2CoReO6,14",0.0
HfOs2,0.0
CrMo2S4,0.0
"LiCo7O7F,156",0.0
SmMgHg2,0.0
ErCuPb,0.0
Y2Ge2O7,0.0
Sc2P3O12,0.0
"BaDy2CuO5,62",0.0
Li2Sn5,0.0
"Li5Mn2Cu5O12,5",0.0
GaAs2W,0.0
"Fe4Si2Sn7O16,164",0.0
Lu3Ga,0.0
Zr2Te,0.0
TiFe2As,0.0
V2O3F3,0.0
V2NO,0.0
"Ba2YReO6,225",0.0
Ce5Si3N9,0.0
"Fe2Cu(PO4)3,167",0.0
V2Si2O7,0.0
"Ca2NiIrO6,14",0.0
Ti2AlV,0.0
CeAlSi2,0.0
Re2RuBr,0.0
CaGe2,0.0
Ta6Be15Cu8,0.0
Tb5Ti5O17,0.0
Tm2TcCu,0.0
MgSnRh2,0.0
SmNiC2,0.0
V8O,0.0
WCl3,0.0
Sm2Mo2O7,0.0
"Li2MnCo3O8,5",0.0
DyAg,0.0
Ti9O10,0.0
Li2MgSn,0.0
LiHoO3,0.0
LiCa2In,0.0
"Li4Cu(PO4)2,1",0.0
Mn2CoGe,0.0
TbCo2Ge2,0.0
"Tb3Rb2AlF16,194",0.0
CeMgAg2,0.0
NaCdSb,0.0
Li3Cu2O4,0.0
TmMn6Ge6,0.0
YbB2Rh3,0.0
"Rb2NaNiF6,225",0.0
"NdCu3(RuO3)4,204",0.0
Dy2AlCo2,0.0
Cr4As3,0.0
AsAu3,0.0
Lu3InN,0.0
ErCu,0.0
Fe3N,0.0
"Sr3Li4La5O12,6",0.0
EuSnAu2,0.0
"LiMgSnPd,216",0.0
Fe2S,0.0
Ho3P,0.0
PmMgAu2,0.0
SbPt3,0.0
NaTa3,0.0
Cd2AgRh,0.0
Pr2CdSn,0.0
"Li3Mn2(CoO4)2,1",0.0
CeHg,0.0
LaCd2,0.0
ThAl3,0.0
SnP3O9,0.0
HfV2H4,0.0
Cr4Cu3Te8,0.0
"Li6Fe3Co7O20,10",0.0
ZrTiF6,0.0
"Ba7Ru4Br2O15,166",0.0
HfCo3B2,0.0
EuRbO2,0.0
CeAsPd,0.0
ScSbRu2,0.0
"Sr2YReO6,225",0.0
"EuCuSeF,129",0.0
Al21Pt8,0.0
"YbBa2(CuO2)4,65",0.0
Ba5In4Bi5,0.0
Cu7Hg6,0.0
CsSn3,0.0
Ta2N,0.0
LiHg2Pd,0.0
PmHgAu2,0.0
Mn5O3F5,0.0
Zr4AlNi2,0.0
TaW3,0.0
SmHg3,0.0
Sr8Al7,0.0
Hf5Pb,0.0
CeB2C2,0.0
SrTlHg2,0.0
Ti3Pt5,0.0
Cd13I28,0.0
Mn2AlO4,0.0
CaAl8Co2,0.0
UVC2,0.0
ScV2Ga4,0.0
Ho2Pd2Pb,0.0
AuBrO2,0.0
Pr2HgPb,0.0
ZrGe2,0.0
Sr7Bi23O40,0.0
YbAl2Si2,0.0
Tm2ZnAg,0.0
SrGa2Au2,0.0
ThRh2,0.0
CdAuO2,0.0
"Li3Mn(NiO3)2,12",0.0
VIr,0.0
Cr3N2,0.0
TbHg2,0.0
MgMnO3,0.0
Y4AsSe3,0.0
"Li2TiMn3O8,166",0.0
LiTi11O20,0.0
"Li2CrCuO4,74",0.0
UGaNi,0.0
Sm4Al23Ni6,0.0
"Li2Ni5(PO4)4,2",0.0
Tb3La,0.0
Sr3Sb2,0.0
Th3B2C3,0.0
Ti2Be17,0.0
Tm2AlOs,0.0
HfB4Ir3,0.0
Dy3InC,0.0
V6AgO15,0.0
"Li3Fe2SbO6,12",0.0
Pr2Co12P7,0.0
Hf4Co4Si7,0.0
SmSi2Ag2,0.0
YbLiF4,0.0
UCu2P2,0.0
ScBIr3,0.0
Mn2Tl2O7,0.0
YbTlSe2,0.0
Rb28Mg9In51,0.0
"Sr2MgIrO6,225",0.0
ScPPt,0.0
Mg23Al30,0.0
AlCu3,0.0
Y2CuO4,0.0
Sc3Mn2Ga6,0.0
HoNi2B2,0.0
MgSn4O8,0.0
YMgCu4,0.0
Bi2B3O9,0.0
SrMnGe,0.0
SmErMg2,0.0
In2Co,0.0
PrAgAs2,0.0
La2Fe2I,0.0
Lu3BC3,0.0
"Cu9Se4(Cl3O7)2,12",0.0
TiSe,0.0
Nd5Ge3,0.0
Pt3PbC,0.0
"Ba2SmCu3O7,47",0.0
"Li3Cr3(CuO6)2,14",0.0
Nb3Os,0.0
RePO5,0.0
LuScZn2,0.0
Nd4Mg3Co2,0.0
CeHSe,0.0
U2Co21B6,0.0
U2MnN3,0.0
NdRh,0.0
"Li6Fe9CoO20,6",0.0
HfTiF6,0.0
Sc11Al2Ge8,0.0
CsGa7,0.0
TiAuCl,0.0
Li13Ti22O48,0.0
ThFe2Ge2,0.0
Sr8Co8O23,0.0
"Sr3Co2S2O5,139",0.0
YAs,0.0
Tm2ZnHg,0.0
Dy2C,0.0
HfB,0.0
DyZrRu2,0.0
Pt3Pb,0.0
LiCoS2,0.0
Ca11Bi10,0.0
Ce9SmO20,0.0
Y2ReB6,0.0
"Li3V4NiO12,5",0.0
Zr7P4,0.0
LaPd3S4,0.0
LiTi3O6,0.0
YSn3,0.0
MnNi,0.0
Th2Fe7,0.0
Mn3O2F6,0.0
Tl3Pb,0.0
ErBPd3,0.0
Nd2Fe14B,0.0
DyMn2,0.0
Mn7O7F,0.0
Y4CuTe8,0.0
AsSeBr,0.0
SrIn4Pt,0.0
Mg2Cu,0.0
NdP2Ru2,0.0
Y2Mo2O7,0.0
"Li9Fe3(WO4)7,160",0.0
LiHfPd2,0.0
EuNaO2,0.0
YTmCu2,0.0
BeAlB,0.0
HgRhO3,0.0
CoW2O8,0.0
In3Pd5,0.0
Ca3SbN,0.0
NaCd2Au,0.0
RbSbO3,0.0
CsMo3O9,0.0
Hf3Zn3N,0.0
PrMgAg2,0.0
CeSiIr,0.0
"CsUCuS3,63",0.0
Hf5Sb9,0.0
CeNbO4,0.0
TmNi2Ge2,0.0
LiAl2Rh,0.0
LiCaO3,0.0
"Mg2TiIrO6,14",0.0
Al2CrS4,0.0
"Ba2CaReO6,87",0.0
TbZn2,0.0
PrMgGa,0.0
TbZrSb,0.0
TmTl,0.0
"RbUAgS3,63",0.0
SrIn8Rh2,0.0
CaPd3C,0.0
Ti2ReRh,0.0
EuCd11,0.0
"Li3Fe(CoO2)4,2",0.0
LiCa2Ge3,0.0
Pr7Mn8O24,0.0
Zr5Sn3,0.0
Li8BiS6,0.0
Tb3ReO7,0.0
Zr4Co4Ge7,0.0
MnSnRu2,0.0
SiAu3,0.0
ScIr,0.0
SrRu2O6,0.0
"ThMn4(CuO4)3,204",0.0
HoSi2Ru2,0.0
PrGe5,0.0
"Na3Mn2(GeO4)3,230",0.0
Cu2Sb,0.0
SmSi2Ni2,0.0
TlW3O9,0.0
NbHg3F6,0.0
Cs2CrCl4,0.0
YbPmPt2,0.0
Na2Cl,0.0
Li2DyIn,0.0
Hf2OsPd,0.0
"Mn2Cu(PO4)3,167",0.0
LiInSn,0.0
Mg2SiPt,0.0
TmSnRu2,0.0
BaSn4O8,0.0
CoN,0.0
Hf5Sb3,0.0
Er4NiB13,0.0
NdBi,0.0
U3Nb,0.0
SmCo2Si2,0.0
ZnGaRh2,0.0
Li17Nb20O60,0.0
Mg2TcO4,0.0
PrSmO2,0.0
Sc2MnC,0.0
Mg3Ga7Co2,0.0
Ba5Sb3,0.0
CrNi3,0.0
Lu7Te2Pd2,0.0
ZnCu2O4,0.0
"Te2W2SeS,156",0.0
Ce3AlC,0.0
Nd2BC,0.0
"Li6Mn5CoO12,2",0.0
MnGaPt,0.0
"Ba14Na8CaN6,176",0.0
ErAlGe,0.0
Na11Ti20O40,0.0
MgAgAs,0.0
Tb6PbSe10,0.0
CeLu3,0.0
Ta2Nb3O12,0.0
GdPbAu,0.0
KHg,0.0
Sc5NCl8,0.0
TbBRh3,0.0
Lu5Si10Ir4,0.0
NdMgNi4,0.0
V3CuO8,0.0
CaInPt,0.0
Cr2HO4,0.0
HoCu2O4,0.0
FeCoAs,0.0
HfAs2,0.0
LiHf2Ir,0.0
Yb16S29,0.0
Nb3VS6,0.0
CaAl2Zn2,0.0
Gd2Zn17,0.0
HoInPt,0.0
TiCoGe,0.0
"CeCoGeH,129",0.0
YMgAl,0.0
LiTmSn,0.0
Ti2RePd,0.0
Na8NbO6,0.0
Si2NiP3,0.0
"LiNi2(PO4)3,15",0.0
CeCd2Ag,0.0
Hf2Tl,0.0
Na10Ga6Sn3,0.0
YCoO3,0.0
Ta3B4,0.0
LiTm2Rh,0.0
CeGaO3,0.0
PmMgRh2,0.0
LaIn5Ir,0.0
Sr2Co2O5,0.0
"KTa3CuO9,53",0.0
SrRhF6,0.0
Al2Cr2O7,0.0
EuGe3Pt,0.0
NdO2,0.0
CrIrO6,0.0
YRe4Si2,0.0
Pr3Cd,0.0
NdPt,0.0
TmLuPd2,0.0
Ti2NiSe4,0.0
LaReB,0.0
Cr3P,0.0
Pd3Pb2S2,0.0
Mn3PtN,0.0
Cs3V2Cl9,0.0
Ce3Pd5,0.0
TmThRu2,0.0
NdAl8Co2,0.0
Li7Ti16O32,0.0
YbSiCu,0.0
Tb2SbO2,0.0
"Li2Co4O7F,8",0.0
LiHoAu2,0.0
BeGaO3,0.0
NiCO4,0.0
Dy4Sb3,0.0
NaFe2O3,0.0
Lu2AgAu,0.0
Co2O3,0.0
HfAsRh,0.0
Zr5Al3,0.0
"Li4Mn5NbO12,12",0.0
Si4Cu15,0.0
Sm2TlHg,0.0
PrBi2O6,0.0
NdTlAg2,0.0
Zr6Al2Ni,0.0
"Lu2Fe2Si2C,12",0.0
Ca2TlCd,0.0
VCo,0.0
"CsVP2S7,5",0.0
Li2InAg,0.0
"Rb2SCl6F,225",0.0
LiNi4O8,0.0
CeP2Pt4,0.0
YbCdHg2,0.0
MnGeRh2,0.0
HgOsPb2,0.0
CeSi2Pd2,0.0
Sc2CuRu,0.0
"Li4Fe7(OF7)2,1",0.0
SmB2Os2,0.0
Ho4C7,0.0
"Ce2Cu(NO)2,139",0.0
La20Cu9O40,0.0
"KUCuSe3,63",0.0
BaIn2Ir,0.0
PmLi2Al,0.0
Gd3Al7Ag2,0.0
"Li3Cr(NiO2)4,12",0.0
Yb3Sn13Rh4,0.0
CoGe,0.0
ErRe2O8,0.0
SrSnP,0.0
CsRbP,0.0
Tb3Ni13B2,0.0
Ta2MoOs,0.0
"Rb2Na2IrO4,14",0.0
SrIn2Rh,0.0
CeAlO3,0.0
SnPt3C,0.0
NdNiC2,0.0
YNi2P2,0.0
PmLi2Ge,0.0
Zr2Ni12P7,0.0
ErCr2Si2,0.0
La4Co3O10,0.0
"Sr3ScNiO6,167",0.0
Ni3SnN,0.0
ScZnPt2,0.0
Li3Mn4O8,0.0
EuClO,0.0
Eu2TeO2,0.0
Sb4Pb4S11,0.0
In3Sb,0.0
"LiCu5P3O13,2",0.0
Y3Fe29,0.0
VIr3,0.0
"Li4Mn5Nb3O16,1",0.0
Cr2NiS4,0.0
GaTc2W,0.0
Cr2CuS4,0.0
Nd3In,0.0
"LiMn(PO4)2,14",0.0
CeSi2Ni,0.0
VPt2,0.0
LaCdAg2,0.0
EuScO3,0.0
GdNiO3,0.0
Cu18S11,0.0
"Li4MgNi3O8,166",0.0
SmAs2Au,0.0
YFe2Si2,0.0
"Ba3YIr2O9,194",0.0
YbDyPd2,0.0
"DyB2Rh2C,139",0.0
Zr3Si6Cu4,0.0
"MnSb3(PO4)6,146",0.0
Ca2ZnRh,0.0
Gd3Co11B4,0.0
SmAlCu,0.0
ErSnAu,0.0
"Li5Fe6(BO3)6,8",0.0
BRh2,0.0
ScBPd3,0.0
CrFeP,0.0
ScAg,0.0
Hf5Sn3,0.0
MgCr,0.0
SmCu2O4,0.0
Sr5Sn3,0.0
Rb3Cu8S6,0.0
Ca3PbN,0.0
AlCu7O12,0.0
Co3Se4,0.0
CeMgNi4,0.0
LiErAu2,0.0
Sc3C4,0.0
TiFe2,0.0
Ce2ZnNi2,0.0
"Li6FeNi9O20,2",0.0
"Li2Ti3FeO8,166",0.0
MnNiP,0.0
NbSiIr,0.0
NdGa2Ni,0.0
TbMn5Ge3,0.0
CsGdO3,0.0
"Ce3B2(ClO2)3,176",0.0
ThFe2Si2,0.0
"KLi(WO3)3,9",0.0
GdZn,0.0
Zn3Cd,0.0
Dy3Ga,0.0
MgCo2S4,0.0
"Li3Co3SbO8,2",0.0
Co7Mo6,0.0
TcB,0.0
Mg3Ni20P6,0.0
H2Se,0.0
"Li4V5Cu3O16,8",0.0
CeMn2Ge2,0.0
EuZn2Si2,0.0
Sc7CI12,0.0
NdTiGe,0.0
V3H4O8,0.0
SmNi2Sn2,0.0
Ca2Co9O13,0.0
CaAgF5,0.0
Mn3PdN,0.0
Pr27Se40,0.0
Tb10B7C10,0.0
TbRh2,0.0
"ThFe2SiC,63",0.0
Dy2MgIn,0.0
"Li2Ni3TeO8,186",0.0
VTe2,0.0
"ErAl9(Fe2Si3)2,137",0.0
"Ti5Zn4(TeO6)3,15",0.0
NdZn2Ag,0.0
HoZnRh2,0.0
BaPt5,0.0
Li8PO3,0.0
UGa3Ni,0.0
ZrCd,0.0
Pm2CuGe,0.0
LiMn9Se10,0.0
Pr4Sb3,0.0
Ta2TlO6,0.0
"LiCuPO4,15",0.0
LiTaRh2,0.0
Ca11Ga7,0.0
Zn2WN2,0.0
ErTlPd,0.0
RbBr3,0.0
CsNi2F6,0.0
Pm2LiIr,0.0
CrCo2Bi,0.0
DyNiGe2,0.0
CaPb,0.0
PrB2Ru2,0.0
La10Mn9O30,0.0
"BaZn(MoO2)4,162",0.0
BaGe3Pt,0.0
CaGaAu3,0.0
Er5NiPb3,0.0
TaTiFe2,0.0
"LiCu2(CO3)2,1",0.0
Mg32Al36Ag13,0.0
Gd3ReO7,0.0
Nb2Cr4Si5,0.0
LaNi12B6,0.0
MgSbPt,0.0
"Li3Ti2(PO4)3,12",0.0
Mg2Zr14O5,0.0
MnGaNi2,0.0
AlNi2S4,0.0
SmInAu,0.0
"Li2FeWO6,146",0.0
"Li2Fe3CoO8,4",0.0
Ca3Zr17O37,0.0
HfAlPd2,0.0
Ce3TaO7,0.0
KAgO,0.0
"Li5Mn6(BO3)6,8",0.0
Ni4P3O12,0.0
"YTi4(CuO4)3,204",0.0
"Eu2Ge(BO4)2,60",0.0
SrN2,0.0
CrFe2Se4,0.0
TiAsRh,0.0
CaCo2Ge2,0.0
"KH(CN2)3,2",0.0
TmMnO3,0.0
PrNiGe2,0.0
Yb2Zn3Ge3,0.0
SmPbAu,0.0
K2RuCl6,0.0
LuSi2Os2,0.0
Yb14Ti10O41,0.0
"Ba2CaOsO6,225",0.0
ZrSb,0.0
LiCuO2,0.0
EuIn2As2,0.0
NiAsO3,0.0
CePrO2,0.0
Ti9O8,0.0
LiSiPd2,0.0
LuSi2Ni,0.0
Zr3Al2,0.0
VP4,0.0
Sm2TlZn,0.0
DyAgGe,0.0
MgZn2,0.0
GdSe2,0.0
"Li4NbNi3O8,166",0.0
BiPd,0.0
MnGePd,0.0
ThBi2,0.0
Yb2BaO4,0.0
KBi2,0.0
UCr4C4,0.0
KTi5Se8,0.0
RbIn4,0.0
Rb15Hg16,0.0
TeWCl9,0.0
CeAl2Pt3,0.0
Ce2S2O,0.0
Yb2SmS4,0.0
MnS,0.0
UGa5Ir,0.0
DyCd2,0.0
ZrGaPt,0.0
CoOF,0.0
Ti2MnFe,0.0
KScO3,0.0
Er6MnBi2,0.0
YbSnRh,0.0
"Ca2MnAlO5,46",0.0
UGa2,0.0
"Li7Ca8Nb12O40,1",0.0
"Li4Mn5Ni3O16,8",0.0
Rb2CrF6,0.0
Ta2TiN3,0.0
UB4H16,0.0
FeOF,0.0
Al2Cu,0.0
BaMn4O7,0.0
Y4C7,0.0
NiN,0.0
"Li4Mn(WO4)3,1",0.0
Rb5W18O54,0.0
Er2MnC4,0.0
NdGaO3,0.0
Zr2Al,0.0
Ca2Sn2F3,0.0
CaNi4O6,0.0
Ca3Au,0.0
EuCl3O12,0.0
Nd2WC2,0.0
Na3UF7,0.0
Tb2In16Pt7,0.0
HfV2Ga4,0.0
TbSe2,0.0
YTi2Ga4,0.0
ReTe2Cl12,0.0
HoGeAu,0.0
Mn3SbO8,0.0
La8Mn7O24,0.0
VNi2,0.0
Ta2PtSe7,0.0
LaBiAu2,0.0
BaTh3,0.0
PrP,0.0
Tm5Ti5O17,0.0
Nd2Ni7P4,0.0
LiY2Ru,0.0
U2AlCo2,0.0
"Li3Co4TeO8,12",0.0
"Li3Mn2(PO4)3,12",0.0
ThAsSe,0.0
V3CrO10,0.0
YbSmRh2,0.0
"RbVP2S7,5",0.0
Yb2MgSe4,0.0
NdAl7Au3,0.0
Ta4AlC3,0.0
Li3Cu4O4,0.0
NbCl4O2,0.0
TbYHg2,0.0
ZrAlPt,0.0
"Sr10Al4Si6O,71",0.0
"Li4Mn5Cu3O16,8",0.0
EuBi3,0.0
Mn2AlB2,0.0
"Li4Co5SbO12,12",0.0
Ti5B12O26,0.0
TmCo2Si2,0.0
MnSb2O6,0.0
TlCu6S4,0.0
Cu4As2O9,0.0
CuClO2,0.0
U6Co,0.0
Ti5ZnO7,0.0
LuScRu2,0.0
TlTe,0.0
NaTl,0.0
Li12Fe5O16,0.0
TiHgO3,0.0
TlFeI3,0.0
"Li3Mn4(PO4)6,2",0.0
Nd2ZnGa,0.0
Sr6Nb7O21,0.0
V4ZnO8,0.0
Al6Tc,0.0
"Cs2SCl6F,225",0.0
"Ce3NbS3O4,55",0.0
YbTbRh2,0.0
"EuSeClO3,62",0.0
EuNiGe3,0.0
Eu2PBr,0.0
CaCdSi,0.0
"Li4Ni2(PO4)3,2",0.0
SmHoHg2,0.0
PrAl3Ni2,0.0
HPbI3,0.0
Ti4NiBi2,0.0
Zr2Se,0.0
SnB,0.0
InAg3,0.0
Tm2MgRu,0.0
KLu,0.0
Nb6Co7,0.0
Li2MgHg,0.0
"LiFe2(PO4)3,1",0.0
Cu2OF2,0.0
Tl2Mo7O22,0.0
"Li6FeO5F,1",0.0
YSi2,0.0
SmMg3,0.0
Na2V6O13,0.0
NdNi2Sn2,0.0
Dy2CdPd2,0.0
CeOs2,0.0
ScRh3C,0.0
Re5Ni2As12,0.0
ZrTi2O,0.0
MnB2W2,0.0
ZrAlW,0.0
CaIrO3,0.0
Pr4MgRu,0.0
MnNbO4,0.0
NaCdO3,0.0
ThAl8Fe4,0.0
Lu2TlAg,0.0
PrSbPt,0.0
"Mn3Cr3(CoO8)2,8",0.0
LiScHg2,0.0
Cu3P4O14,0.0
SmNiAs,0.0
Pm2NiRh,0.0
La16Mn15O48,0.0
CrCoGe,0.0
NaCeS2,0.0
YSiNi,0.0
ZrPd2,0.0
GeW6O18,0.0
NdBRh3,0.0
Ta4N5,0.0
"Li4Co3CuO8,166",0.0
LaGa3Pd2,0.0
Co7Re17O48,0.0
Sm3Sc,0.0
Al7C3N3,0.0
NdScGe,0.0
Mg3Ru2,0.0
GdZnIn,0.0
Mg2V9O13,0.0
CuMoO4,0.0
"Li4Ti5Cr3O16,8",0.0
CaIn2Ir,0.0
HfC,0.0
YbSi2Rh2,0.0
BaAg2,0.0
Pr5Si4,0.0
Zr5SiSb3,0.0
CsTiF4,0.0
